term_str,syu_sentiment
ego,-0.25
egocentric,-1.0
egomania,-1.0
egotistical,-0.5
egotistically,-1.0
egregious,-0.5
egregiously,-0.8
ejaculation,-0.25
eject,-0.1
ejected,-0.1
ejection,-0.6
elaboration,0.6
elate,0.4
elated,1.0
elatedly,0.6
elation,0.5
elder,0.4
elders,0.4
elect,0.6
electronics,0.25
elegance,0.5
elegant,1.0
elegantly,0.5
elevate,0.6
elevating,0.6
eligible,0.8
eliminated,-0.25
elimination,-0.5
elite,0.5
elixir,-0.25
eloquence,0.5
eloquent,0.5
eloquently,0.8
elucidate,0.4
emaciated,-0.75
emancipation,0.4
emasculate,-0.6
emasculation,-0.25
embargo,-0.8
embarrass,-0.75
embarrassed,-0.4
embarrasses,-0.5
embarrassing,-0.75
embarrassingly,-0.5
embarrassment,-0.5
embattled,-0.8
embezzlement,-1.0
embittered,-0.5
emblem,0.4
embolden,0.8
embossed,0.4
embrace,0.5
embraces,0.8
embroil,-0.6
embroiled,-0.5
embroilment,-0.25
emergency,-0.75
emeritus,0.6
eminence,0.5
eminent,0.5
eminently,0.4
empathetic,0.6
empathize,0.6
empathy,0.5
emphatic,-0.25
emphatically,-0.25
empower,0.5
empowerment,1.0
emptiness,-0.5
empty,-0.25
emulate,0.4
enable,0.6
enabled,0.6
enabler,-0.4
enchant,0.5
enchanted,1.0
enchanting,0.5
enchantingly,1.0
encore,0.6
encounter,-0.25
encourage,0.75
encouraged,0.8
encouragement,0.75
encourages,0.6
encouraging,1.0
encouragingly,1.0
encroach,-0.5
encroachment,-0.5
encumbrance,-1.0
endanger,-0.5
endangered,-1.0
endear,0.8
endearing,1.0
endeavor,0.25
endemic,-0.4
endorse,0.5
endorsed,0.5
endorsement,0.5
endorses,0.5
endorsing,0.5
endow,0.6
endowed,0.6
endowment,0.6
endurance,0.6
endure,0.25
enduring,0.4
enemies,-0.5
enemy,-1.0
energetic,0.75
energize,1.0
energyefficient,1.0
energysaving,1.0
enervate,-0.25
enfeeble,-1.0
enflame,-0.8
enforcement,-0.5
engage,0.6
engaged,0.6
engages,0.6
engaging,0.5
engrossed,0.6
engrossing,0.6
engulf,-0.25
engulfing,-0.25
enhance,0.5
enhanced,0.8
enhancement,0.8
enhances,0.8
enjoin,-0.25
enjoy,0.75
enjoyable,1.0
enjoyably,1.0
enjoyed,1.0
enjoying,0.75
enjoyment,1.0
enjoys,0.5
enlighten,0.75
enlightened,0.5
enlightening,1.0
enlightenment,0.75
enlightens,1.0
enlist,-0.25
enliven,0.5
enmity,-0.5
ennoble,1.0
ennui,-0.8
enough,-0.25
enrage,-0.5
enraged,-0.75
enrages,-1.0
enraging,-0.5
enrapture,0.5
enrich,0.5
enrichment,1.0
ensconced,0.6
ensemble,0.6
enslave,-0.75
enslaved,-0.5
enslavement,-1.0
enslaves,-0.8
ensure,0.8
ensuring,0.8
entangle,-0.4
entangled,-0.5
entanglement,-0.5
enterprising,0.75
entertain,0.5
entertained,0.5
entertaining,0.75
entertainment,0.8
entertains,0.8
enthrall,1.0
enthralled,1.0
enthuse,1.0
enthusiasm,0.75
enthusiasms,1.0
enthusiast,0.5
enthusiastic,0.5
enthusiastically,1.0
enthusiasts,0.6
enticing,0.25
entitled,-0.25
entitling,-0.25
entity,0.4
entrails,-0.4
entranced,0.6
entrancing,0.6
entrap,-1.0
entrapment,-1.0
entrust,0.6
entrusted,0.6
enveloped,-0.25
envies,-0.8
envious,-0.5
envy,-0.8
envying,-0.8
epic,0.8
epidemic,-0.75
epilepsy,-0.8
epitome,-0.25
equaled,0.6
equality,0.8
equally,0.6
equilibrium,0.4
equitable,0.8
equity,1.0
equivocal,-0.25
eradicate,-0.6
eradication,-0.6
erase,-0.5
ergonomical,0.25
erode,-0.6
eroded,-0.6
erodes,-0.6
erosion,-0.75
err,-0.5
errand,-0.4
errant,-0.5
erratic,-0.75
erroneous,-0.75
erroneously,-0.8
error,-1.0
errors,-0.75
erudite,0.5
erupt,-0.4
erupted,-0.6
eruption,-0.5
eruptions,-0.6
escalate,-0.4
escape,-0.25
escapes,-0.25
escaping,-0.25
eschew,-0.5
espionage,-0.6
esprit,0.8
essential,0.6
established,0.4
esteem,0.6
esteemed,0.8
esthetic,0.4
estranged,-0.5
ethical,0.75
ethics,0.4
euphoria,0.5
euphoric,0.75
euphorically,0.8
euthanasia,-0.4
evacuate,-0.25
evacuation,-0.5
evade,-0.5
evaporated,-0.25
evaporating,-0.25
evasion,-0.5
evasive,-0.6
evenly,0.4
eventful,0.4
evergreen,0.6
everlasting,0.75
evict,-1.0
eviction,-0.5
evident,0.5
evil,-0.75
evildoer,-1.0
evils,-1.0
eviscerate,-0.6
evocative,-0.4
evolution,0.25
exacerbate,-0.5
exacerbation,-0.8
exacting,-0.25
exactingly,0.25
exaggerate,-0.75
exaggerated,-0.5
exaggerates,-0.4
exaggerating,-0.4
exaggeration,-0.5
exalt,0.5
exaltation,0.5
exalted,0.75
exaltedly,0.25
exalting,0.25
exasperate,-1.0
exasperated,-1.0
exasperating,-1.0
exasperatingly,-1.0
exasperation,-0.75
excavated,0.25
excavation,-0.25
excavations,-0.25
exceed,0.5
exceeded,0.4
exceeding,0.4
exceedingly,0.6
exceeds,0.5
excel,0.75
excellant,1.0
excelled,0.8
excellence,0.75
excellency,1.0
excellent,1.0
excellently,1.0
excels,1.0
exceptional,0.5
exceptionally,1.0
excess,-0.25
excessive,-0.8
excessively,-0.8
exchange,0.25
excitable,0.6
excitation,0.6
excite,0.75
excited,0.75
excitedly,0.8
excitement,1.0
excites,0.6
exciting,0.75
excitingly,0.6
exclude,-0.8
excluded,-0.5
excluding,-0.8
exclusion,-0.75
excoriate,-0.8
excrement,-0.8
excruciating,-0.5
excruciatingly,-0.5
excursions,0.4
excuse,-0.75
excused,-0.25
excuses,-0.5
execrate,-0.8
execution,-1.0
executioner,-0.8
exemplar,0.8
exemplary,0.5
exempt,-0.25
exemption,-0.25
exhaust,-0.5
exhausted,-0.75
exhausting,-1.0
exhaustion,-0.5
exhausts,-0.8
exhilarate,1.0
exhilarated,1.0
exhilarates,1.0
exhilarating,0.5
exhilaratingly,1.0
exhilaration,0.5
exhort,-0.1
exhortation,0.8
exigent,-0.25
exile,-0.5
exonerate,0.25
exonerated,0.8
exonerates,0.8
exonerating,0.8
exorbitant,-0.6
exorbitantly,-0.25
exorcism,-0.6
exotic,0.6
expand,0.1
expands,0.4
expanses,0.4
expansive,0.4
expatriate,-0.4
expect,0.4
expectantly,0.4
expectation,0.25
expedient,0.25
expedite,0.25
expedition,0.6
expeditiously,0.6
expel,-0.75
expelled,-0.6
expelling,-0.6
expels,-0.6
expend,-0.25
expenditure,-0.25
expenses,-0.25
expensive,-0.25
experienced,0.6
expert,0.6
expertise,0.5
expertly,0.8
expire,-0.5
expired,-0.5
expletive,-0.4
explicit,-0.25
explode,-0.5
explodes,-0.6
exploit,-0.5
exploitation,-1.0
exploited,-0.5
exploiting,-0.5
exploits,-1.0
exploration,0.5
explorations,0.4
explorer,0.6
exploring,0.6
explosion,-0.6
explosions,-0.6
explosive,-0.5
expose,-0.4
exposed,-0.5
exposes,-0.4
exposing,-0.4
expressionless,-0.6
expropriate,-0.6
expropriation,-0.5
expulsion,-0.8
expunge,-0.6
exquisite,0.5
exquisitely,0.75
extend,0.5
extends,0.4
extensive,0.5
exterminate,-0.5
extermination,-0.5
extinct,-0.5
extinguish,-0.75
extinguished,-0.25
extol,0.4
extort,-1.0
extortion,-1.0
extra,0.4
extraneous,-0.25
extraordinarily,0.8
extraordinary,0.75
extravagance,0.4
extravagances,0.4
extravagant,0.4
extravagantly,0.4
extremism,-0.4
extremist,-0.6
extremists,-0.6
extremity,-0.25
extricate,0.4
extricated,0.4
exuberance,0.5
exuberant,0.5
exuberantly,0.8
exult,0.4
exultant,0.5
exultantly,0.4
exultation,0.4
exultingly,0.4
eyesore,-1.0
fabricate,-0.5
fabricated,-0.6
fabrication,-0.5
fabrications,-0.6
fabulous,0.5
fabulously,1.0
facedown,-0.6
facetious,-1.0
facetiously,-1.0
facilitate,0.25
facts,0.4
fad,-0.25
fade,-0.6
fag,-0.8
faggot,-0.8
faggots,-0.8
fail,-0.75
failed,-0.5
failing,-0.75
fails,-0.5
failure,-0.75
failures,-0.5
faint,-0.8
fainthearted,-0.5
fainting,-0.5
fair,0.75
fairly,0.5
fairness,0.6
faithful,0.75
faithfully,0.5
faithfulness,1.0
faithless,-0.5
fake,-0.75
faked,-0.8
fakes,-0.8
faking,-0.5
fall,-0.25
fallacies,-0.8
fallacious,-0.5
fallaciously,-1.0
fallaciousness,-1.0
fallacy,-0.5
fallen,-0.5
fallible,-0.8
falling,-0.75
fallout,-0.5
fallow,-0.6
falls,-0.25
falsehood,-0.5
falsely,-0.5
falsification,-1.0
falsified,-1.0
falsify,-0.75
falsity,-0.8
falter,-0.75
faltered,-0.8
fame,0.75
famed,0.8
familiar,0.8
familiarity,0.8
famine,-0.5
famished,-0.5
famous,0.5
famously,0.5
fanatic,-0.5
fanatical,-0.4
fanatically,-0.4
fanaticism,-0.6
fanatics,-0.6
fancier,0.25
fanciful,0.8
fancy,0.5
fanfare,0.5
fans,0.6
fantasized,0.6
fantastic,0.75
fantastically,0.6
fantasy,0.5
farce,-0.75
farcical,-0.5
farcically,-0.25
farfetched,-0.8
fascinate,0.5
fascinated,0.6
fascinates,0.6
fascinating,0.75
fascinatingly,0.6
fascination,0.5
fascism,-1.0
fascist,-0.5
fascists,-1.0
fashionable,0.5
fashionably,0.8
faster,0.6
fastest,0.6
fastestgrowing,0.6
fastgrowing,0.6
fastidiously,-0.4
fasting,-0.25
fastpaced,0.6
fat,-0.5
fatal,-0.5
fatalistic,-0.8
fatalistically,-0.8
fatalities,-1.0
fatality,-0.5
fatally,-1.0
fate,-0.25
fatherhood,0.6
fatherly,0.6
fatigue,-1.0
fatigued,-0.75
fatigues,-0.8
fatiguing,-1.0
fatten,-0.4
fatty,-0.5
fatuity,-0.25
fatuous,-0.6
fatuously,-0.6
fault,-0.5
faultless,0.25
faults,-0.5
faulty,-0.5
favor,0.6
favorable,0.5
favored,0.5
favoring,0.8
favorite,0.75
favorites,0.8
favoritism,-0.4
favors,0.6
fawn,-0.25
fawningly,-0.25
faze,-0.25
fear,-0.75
fearful,-1.0
fearfully,-0.5
fearing,-0.75
fearless,1.0
fearlessly,0.8
fearlessness,0.8
fears,-1.0
fearsome,-0.5
feasible,0.4
feasibly,0.4
feasted,0.6
feat,0.5
featured,0.4
fecal,-0.8
feces,-0.8
feckless,-0.8
fee,-0.6
feeble,-0.75
feebleminded,-1.0
feebly,-0.8
feeling,0.25
feign,-0.6
feigned,-0.6
feigns,-0.6
feint,-0.6
felicitate,0.4
felicitous,0.25
felicity,0.5
fell,-0.5
fellow,0.4
fellowship,0.8
felon,-0.5
felonies,-1.0
felonious,-1.0
felony,-0.5
female,0.4
fend,-0.25
ferocious,-0.8
ferociously,-0.8
ferocity,-0.5
fertile,0.75
fervent,0.5
fervently,0.25
fervid,0.5
fervor,0.5
festival,0.5
festive,1.0
fete,0.4
fetid,-1.0
fetus,-0.25
feud,-1.0
feudal,-0.25
feudalism,-0.25
fever,-0.8
fevered,-0.8
feverish,-0.75
fevers,-0.8
fiasco,-0.75
fib,-0.75
fibber,-0.25
fibbing,-0.8
fibs,-0.8
fickle,-0.75
fiction,-0.25
fictional,-0.25
fictitious,-0.5
fidelity,0.5
fidget,-0.8
fidgety,-0.75
fiend,-0.5
fiendish,-1.0
fierce,-0.5
fiercely,-0.25
fiery,0.25
fiesta,0.8
fight,-0.5
fighting,-0.8
figment,-0.25
figurehead,-0.25
filibuster,-0.25
filth,-0.75
filthy,-0.5
finagle,-0.4
finally,0.4
fine,0.25
fined,-0.25
finely,0.8
finer,0.6
finery,0.6
finesse,0.5
finest,0.5
fingered,-0.25
fingerprinted,-0.4
finicky,-0.4
fire,-0.25
firearms,-0.6
fireball,-0.25
fired,-0.5
fireproof,0.6
firestorm,-0.8
firing,-0.6
firmer,-0.25
firmness,0.1
firstborn,0.6
firstclass,0.8
firstrate,1.0
fishy,-0.6
fissures,-0.6
fist,-0.4
fistfights,-0.8
fistful,-0.4
fit,0.4
fitness,0.6
fitted,0.4
fitting,0.4
fittings,0.4
fixated,-0.25
flabbergast,-0.6
flabbergasted,-0.5
flabby,-0.8
flaccid,-0.6
flagrant,-0.5
flagrantly,-0.6
flagship,0.4
flailed,-0.8
flailing,-0.8
flair,0.25
flak,-0.25
flamboyant,-0.25
flareup,-0.25
flareups,-0.25
flashback,-0.25
flashy,0.6
flatter,0.25
flattering,0.5
flatteringly,0.8
flatulence,-0.6
flaunt,-0.5
flaw,-0.5
flawed,-1.0
flawless,0.6
flawlessly,0.6
flaws,-0.5
flea,-0.1
fled,-0.8
flee,-0.75
fleeing,-0.8
flees,-0.5
fleet,-0.25
fleeting,-0.4
fleshy,-0.25
flexibility,0.5
flexible,0.6
flighty,-0.5
flimsy,-0.5
flinch,-0.5
flinched,-0.8
flinches,-0.8
flinging,-0.6
flippant,-1.0
flirt,0.25
flirty,-0.25
flog,-0.8
flooded,-0.8
floods,-0.8
floored,-0.25
flopping,-0.25
flops,-0.25
floral,0.6
flounce,-0.8
flounder,-0.5
floundering,-0.5
flourish,0.8
flourishing,0.5
flout,-0.6
flowery,0.6
flu,-0.75
fluctuation,-0.25
fluent,0.5
flunk,-1.0
flush,-0.4
flushing,-0.4
fluster,-0.8
flustered,-0.8
flutter,0.6
flying,0.1
focal,0.4
focus,0.6
focused,0.6
foe,-0.5
fogged,-0.6
foiled,-0.6
foisted,-0.8
folly,-0.4
fond,0.5
fondly,0.5
fondness,1.0
food,0.4
fool,-0.75
fooled,-0.8
foolhardy,-0.8
foolish,-0.75
foolishly,-1.0
foolishness,-0.5
fools,-0.5
footing,-0.25
forage,-0.25
forbid,-0.75
forbidden,-1.0
forbidding,-0.5
force,-0.6
forced,-0.5
forceful,-0.8
forcible,-0.8
forcibly,-0.8
foreboding,-0.5
forebodingly,-1.0
foreclose,-0.8
foreclosure,-0.8
foreclosures,-0.8
forefathers,0.4
forego,-0.25
foreign,-0.25
foreigner,-0.25
foreman,-0.25
foremost,0.4
foresight,0.5
forested,0.25
forewarned,-0.4
forfeit,-0.75
forfeited,-0.5
forfeiture,-0.8
forgery,-0.25
forget,-0.5
forgetful,-0.5
forgetfully,-0.8
forgetfulness,-0.8
forgive,0.5
forgiven,0.4
forgives,0.4
forgiving,0.75
forgotten,-0.5
forlorn,-0.5
forlornly,-0.8
formidable,-0.6
formless,-0.6
formula,0.4
fornication,-0.4
forsake,-0.5
forsaken,-0.5
forswear,-0.25
forte,0.8
forthcoming,0.4
fortify,0.6
fortitude,0.5
fortress,-0.25
fortuitous,1.0
fortuitously,1.0
fortunate,1.0
fortunately,1.0
fortune,0.5
forward,0.6
foul,-0.75
foully,-0.25
foulness,-0.8
found,0.6
foundation,0.4
founder,0.4
fractious,-0.8
fractiously,-0.8
fracture,-0.5
fragile,-0.5
fragmented,-0.6
fragrant,0.5
frail,-0.8
frailties,-0.8
frailty,-0.8
frantic,-0.75
frantically,-0.8
fraternal,0.5
fraud,-0.75
frauds,-1.0
fraudster,-1.0
fraudsters,-1.0
fraudulence,-1.0
fraudulent,-0.75
fraught,-0.5
fray,-0.5
frayed,-0.6
frazzle,-0.8
frazzled,-0.8
freak,-0.8
freaked,-0.6
freaking,-0.5
freakish,-0.5
freakishly,-0.8
freakout,-0.6
freaks,-0.8
freakshow,-0.8
free,0.5
freed,0.8
freedom,0.75
freedoms,1.0
freely,1.0
frees,0.6
freeze,-0.4
freezes,-0.4
freezing,-0.75
frenetic,-0.5
frenetically,-0.25
frenzied,-0.5
frenzy,-0.75
fresh,0.5
fresher,0.8
freshest,0.8
fret,-0.5
fretful,-0.5
frets,-0.8
fretting,-0.8
friction,-0.25
frictions,-0.25
friend,0.8
friendliness,0.5
friendly,0.75
friendship,0.5
friendships,0.8
friggin,-0.25
frigging,-0.25
fright,-0.75
frighten,-0.75
frightened,-0.5
frightening,-0.5
frighteningly,-1.0
frightens,-1.0
frightful,-0.5
frightfully,-1.0
frigid,-0.75
frikin,-0.4
frisk,-0.6
frisky,0.5
frivolous,-0.5
frolic,0.5
frost,-0.25
frostbite,-0.5
frown,-0.5
frowned,-0.8
frowning,-0.75
frowns,-0.8
froze,-0.25
frozen,-0.25
frugal,0.25
fruitful,0.5
fruition,0.25
fruitless,-0.75
fruitlessly,-0.8
fruits,0.6
frustrate,-1.0
frustrated,-0.75
frustrates,-0.5
frustrating,-0.5
frustratingly,-1.0
frustration,-1.0
frustrations,-1.0
fuck,-1.0
fucked,-0.8
fucker,-1.0
fuckers,-1.0
fuckface,-1.0
fuckfest,-0.8
fuckhead,-1.0
fuckheads,-1.0
fucking,-1.0
fucks,-0.6
fuels,0.25
fugitive,-0.5
fugitives,-1.0
fulfill,0.75
fulfilled,0.8
fulfilling,0.8
fulfillment,0.5
fulfills,0.8
fullblown,-0.25
fully,0.4
fulminate,-0.25
fumble,-0.25
fume,-0.75
fumes,-0.4
fuming,-0.5
fun,0.75
fundamental,0.1
fundamentalism,-0.25
funeral,-0.8
funerals,-0.8
fungus,-0.6
funk,-0.25
funky,0.1
funnier,0.5
funniest,0.8
funnily,0.25
funny,0.8
furious,-1.0
furiously,-1.0
furor,-0.5
fury,-0.5
fuse,-0.25
fused,-0.25
fusing,-0.25
fuss,-0.5
fussed,-0.8
fussing,-0.8
fussy,-0.75
fusty,-0.25
futile,-1.0
futilely,-0.25
futility,-0.5
futuristic,0.25
gabby,-0.25
gaff,-0.25
gaffe,-0.5
gag,-0.5
gagged,-0.5
gaiety,1.0
gaily,1.0
gain,0.75
gained,0.5
gainful,0.8
gainfully,0.8
gaining,0.75
gains,0.5
gainsay,-0.25
gainsayer,-0.25
galerie,0.4
gall,-0.5
gallant,0.75
gallantly,0.5
gallantry,0.5
galling,-0.25
gallingly,-0.25
gallows,-1.0
galore,0.25
gamble,-0.25
gambler,-0.25
gambling,-0.25
gang,-0.8
gangly,-0.6
gangster,-1.0
gape,-0.25
garbage,-0.5
garden,0.6
garish,-0.5
garrison,-0.4
gash,-0.5
gashed,-1.0
gasp,-0.8
gasping,-0.8
gaudy,-0.8
gaunt,-0.8
gauze,-0.25
gawk,-0.6
gawky,-0.25
geekier,-0.25
geeky,-0.6
geezer,-0.25
gem,0.5
gems,0.6
general,0.4
generation,0.4
generations,0.4
generosity,0.75
generous,0.75
generously,1.0
genial,0.75
genius,0.5
genocide,-1.0
genteel,1.0
gentle,1.0
gentleman,1.0
gentleness,0.5
gentlest,0.5
gentry,0.1
genuine,0.5
genuinely,0.8
geriatric,-0.25
gesturing,0.25
ghastly,-0.5
ghetto,-0.5
ghost,-0.6
ghostly,-0.5
gibberish,-0.5
gibe,-0.25
giddiness,-0.25
giddy,0.25
gift,0.5
gifted,0.5
gifts,0.8
gigantic,0.25
giggle,0.5
giggled,0.8
giggler,-0.25
giggles,0.8
gimmick,-0.4
gimmicked,-0.25
gimmicking,-0.25
gimmicks,-0.4
gimmicky,-0.4
gimps,-0.8
gird,-0.25
girlhood,0.6
girly,-0.25
giving,0.25
glacial,-0.4
glad,0.75
gladden,1.0
gladly,0.5
gladness,0.75
glamorous,0.8
glamour,0.8
glare,-0.25
glared,-0.8
glares,-0.8
glaring,-0.8
glaringly,-0.8
glassy,0.25
glee,0.75
gleeful,0.5
gleefully,0.5
glib,-0.5
glibly,-0.25
glide,0.6
glimmer,0.5
glimmered,0.6
glimmering,0.6
glinting,0.25
glisten,0.6
glistening,0.6
glitch,-0.5
glitches,-1.0
glitter,0.6
glittering,0.6
glitz,0.6
gloated,-0.6
gloatingly,-0.8
global,0.4
gloom,-0.75
gloomy,-1.0
glories,1.0
glorification,1.0
glorify,0.5
glorious,0.5
gloriously,0.5
glory,0.75
gloss,0.6
glow,0.25
glower,-0.6
glowing,0.25
glowingly,0.8
glum,-0.75
glut,-0.5
glutted,-0.8
gluttony,-1.0
gnarled,-0.8
gnashing,-0.8
gnaw,-0.6
gnawing,-0.6
goad,-0.6
goading,-0.6
gobble,-0.25
goblin,-0.8
godawful,-0.25
goddammit,-1.0
goddamn,-1.0
goddamned,-1.0
godless,-1.0
godlike,0.8
godly,1.0
godsend,0.8
godspeed,0.4
goggly,-0.25
gold,0.5
golden,0.6
goo,-0.25
good,0.75
goodness,1.0
goods,0.6
goodwill,0.5
gooey,-0.25
goof,-0.25
goofy,-0.25
goon,-0.6
gophers,-0.25
gore,-0.5
gorge,-0.25
gorgeous,0.5
gorgeously,1.0
gorilla,-0.25
gory,-1.0
gospel,0.1
gossip,-0.5
gouge,-0.8
gout,-0.8
govern,0.4
government,-0.5
graceful,0.75
gracefully,1.0
graceless,-0.6
gracelessly,-0.6
gracious,1.0
graciously,0.75
graciousness,1.0
graduation,0.5
graduations,0.8
grainy,-0.25
grand,0.5
grandchildren,0.6
granddaddy,0.6
granddaughters,0.6
grandest,0.8
grandeur,0.75
grandfathers,0.6
grandmother,0.6
grant,0.5
granted,0.5
granting,0.8
grants,0.6
grapple,-0.4
grasping,-0.4
grated,-0.4
grateful,1.0
gratefully,1.0
gratefulness,1.0
gratification,0.5
gratified,1.0
gratifies,1.0
gratify,0.5
gratifying,1.0
gratifyingly,1.0
gratitude,0.75
grave,-0.5
gravely,-1.0
gravestones,-0.6
greasy,-0.5
great,0.5
greater,0.5
greatest,0.5
greatness,0.5
greed,-1.0
greedy,-0.75
greet,0.8
greeted,0.8
greeting,0.5
greetings,0.5
greets,0.8
gregarious,0.25
grenade,-0.6
grief,-0.75
griefs,-1.0
grievance,-0.5
grievances,-1.0
grieve,-0.75
grieved,-1.0
grieving,-1.0
grievous,-0.5
grievously,-1.0
grim,-0.75
grimace,-0.5
grimacing,-1.0
grime,-1.0
grimly,-1.0
grimm,-0.6
grimy,-0.8
grin,0.5
grind,-0.25
grinding,-0.5
grinned,0.4
grins,0.8
gripe,-0.5
gripes,-1.0
gripping,-0.25
grisly,-0.75
grist,-0.25
grit,-0.4
gritty,-0.25
grizzly,-0.8
groan,-0.8
groaned,-0.8
groggy,-0.8
grope,-0.4
groped,-0.4
groping,-0.4
gross,-1.0
grossly,-0.8
grotesque,-0.75
grotesquely,-1.0
grouch,-1.0
grouchy,-1.0
groundbreaking,0.6
grounded,-0.25
groundless,-0.5
groundwork,0.4
groupie,-0.25
grow,0.8
growing,0.8
growl,-0.5
growling,-0.6
growth,0.5
grubs,-0.25
grudge,-0.75
grudges,-1.0
grudging,-0.5
grudgingly,-0.75
gruelingly,-1.0
gruesome,-0.5
gruesomely,-0.5
gruff,-0.75
gruffly,-0.6
grumble,-0.5
grumbled,-0.8
grumpier,-0.8
grumpiest,-0.8
grumpily,-0.8
grumpish,-0.8
grumpy,-0.5
grunt,-0.6
grunted,-0.6
grunts,-0.6
guarantee,0.75
guard,-0.25
guardian,0.1
guardians,0.8
guardianship,0.8
gubernatorial,-0.25
guerilla,-0.25
guffaw,-0.25
guffawed,-0.25
guidance,0.5
guide,0.6
guidebook,0.6
guiding,0.6
guile,-0.5
guillotine,-1.0
guilt,-1.0
guiltily,-0.5
guiltless,0.4
guilty,-0.75
guise,-0.4
gullibility,-1.0
gullible,-0.75
gumming,-0.25
gumption,1.0
gun,-0.5
gunpoint,-1.0
gunpowder,-0.4
guru,0.6
gurus,0.6
gush,-0.1
gushes,-0.25
gushing,-0.25
gusto,1.0
gusty,-0.4
gutless,-1.0
guts,0.25
gutsy,0.8
gutter,-0.4
gymnast,0.25
gypsy,-0.25
habitat,0.6
hack,-0.5
hacked,-0.6
hacks,-0.6
hag,-1.0
haggard,-0.5
haggle,-0.6
hail,0.5
hailed,0.5
hairless,-0.4
hairloss,-0.25
hairy,-0.1
halcyon,0.8
halfhearted,-1.0
halfheartedly,-1.0
hallelujah,1.0
hallmark,0.6
hallmarks,0.6
hallucinate,-0.6
hallucinating,-0.6
hallucination,-0.5
halt,-0.4
halting,-0.4
hamper,-0.5
hampered,-0.4
handcuff,-0.6
handcuffed,-0.8
handcuffs,-0.6
handedly,0.25
handguns,-0.4
handicap,-0.8
handicapped,-0.8
handily,1.0
handiwork,-0.25
handsdown,0.6
handsome,1.0
handsomely,1.0
handy,0.5
hang,-0.25
hanging,-0.25
hangman,-0.4
hangnails,-0.25
hangs,-0.25
haphazard,-1.0
haphazardness,-1.0
hapless,-0.5
haplessness,-1.0
happier,0.5
happily,0.5
happiness,0.75
happy,0.75
harangue,-0.8
harass,-0.75
harassed,-1.0
harasses,-1.0
harassment,-1.0
harbinger,-0.25
harboring,-0.4
harbors,-0.4
hard,-0.25
hardball,-0.6
harden,-0.25
hardened,-0.75
hardheaded,-0.8
hardhearted,-1.0
hardhit,-0.25
hardier,0.5
hardline,-0.25
hardliner,-0.25
hardliners,-0.25
hardship,-0.75
hardships,-0.8
hardworking,1.0
hardy,0.75
harlot,-1.0
harm,-0.75
harmed,-0.5
harmful,-0.75
harming,-1.0
harmless,0.8
harmlessly,0.25
harmonious,1.0
harmoniously,0.5
harmonize,0.8
harmony,0.5
harms,-0.5
harpy,-0.25
harried,-0.5
harrowing,-0.5
harsh,-1.0
harsher,-1.0
harshest,-1.0
harshly,-1.0
harshness,-1.0
harvest,0.6
hash,-0.25
hashish,-0.25
hasseling,-1.0
hassle,-0.5
hassled,-1.0
hassles,-1.0
haste,-0.6
hasten,-0.6
hastily,-0.4
hasty,-0.5
hate,-0.75
hated,-0.5
hateful,-0.5
hatefully,-1.0
hatefulness,-0.5
hatemonger,-1.0
hater,-0.5
haters,-0.5
hates,-0.75
hating,-0.75
hatred,-0.5
haughtily,-0.8
haughty,-0.75
haunt,-0.75
haunted,-0.75
haunting,-0.8
haunts,-0.8
haven,0.4
havoc,-1.0
hawkish,-0.25
haywire,-0.8
hazard,-0.5
hazardous,-0.75
hazards,-0.8
haze,-0.25
hazily,-0.4
hazy,-0.4
headache,-0.5
headaches,-0.5
headstones,-0.6
headway,0.5
heal,0.75
healing,0.5
healthful,0.5
healthy,0.75
heaps,-0.25
hearsay,-0.6
hearse,-0.5
heartache,-1.0
heartbreaker,-0.25
heartbreaking,-0.75
heartbreakingly,-0.25
heartbroken,-0.5
heartburn,-0.8
hearted,0.6
hearten,0.6
heartening,0.8
heartfelt,1.0
hearth,0.6
heartily,0.5
heartless,-0.5
heartwarming,0.5
hearty,0.25
heathen,-0.5
heathens,-0.6
heaved,-0.4
heaven,0.8
heavenly,0.75
heavens,0.8
heavyhanded,-0.25
heavyhearted,-0.5
heck,-0.25
heckle,-0.8
heckled,-0.8
heckles,-0.8
hectic,-0.6
heedless,-0.8
hefty,-0.25
hegemony,-0.25
heighten,-0.25
heinous,-0.5
hell,-0.8
hellbent,-0.6
hellfire,-1.0
hellion,-1.0
hellish,-1.0
helped,0.8
helper,0.8
helpful,0.75
helping,0.5
helpless,-0.75
helplessly,-0.5
helplessness,-0.5
helpmate,0.6
helps,0.8
hemorrhage,-1.0
hemorrhoids,-1.0
henceforth,-0.25
herbal,0.6
heresy,-0.5
heretic,-0.5
heretical,-0.8
hero,0.75
heroes,0.8
heroic,1.0
heroically,1.0
heroics,1.0
heroin,-0.5
heroine,0.5
heroism,1.0
heroize,0.4
heros,0.6
hesitant,-0.6
hesitantly,-0.4
hesitate,-0.5
hesitation,-0.25
heyday,0.25
hidden,-0.25
hideaway,-0.25
hideous,-0.75
hideously,-1.0
hideousness,-1.0
hideout,-0.4
highlight,0.6
highpriced,-0.25
highquality,1.0
highspirited,1.0
hightail,-0.4
hightailed,-0.4
hijacking,-0.8
hilarious,1.0
hilarity,0.8
hinder,-0.8
hindering,-0.8
hindrance,-0.75
hire,0.6
hiss,-0.5
hissed,-0.5
hissing,-0.5
historic,0.4
