term_str,bing_negative,bing_positive,bing_sentiment
gabble,1,0,-1
gaff,1,0,-1
gaffe,1,0,-1
gaiety,0,1,1
gaily,0,1,1
gain,0,1,1
gained,0,1,1
gainful,0,1,1
gainfully,0,1,1
gaining,0,1,1
gains,0,1,1
gainsay,1,0,-1
gainsayer,1,0,-1
gall,1,0,-1
gallant,0,1,1
gallantly,0,1,1
galling,1,0,-1
gallingly,1,0,-1
galls,1,0,-1
galore,0,1,1
gangster,1,0,-1
gape,1,0,-1
garbage,1,0,-1
garish,1,0,-1
gasp,1,0,-1
gauche,1,0,-1
gaudy,1,0,-1
gawk,1,0,-1
gawky,1,0,-1
geekier,0,1,1
geeky,0,1,1
geezer,1,0,-1
gem,0,1,1
gems,0,1,1
generosity,0,1,1
generous,0,1,1
generously,0,1,1
genial,0,1,1
genius,0,1,1
genocide,1,0,-1
gentle,0,1,1
gentlest,0,1,1
genuine,0,1,1
ghastly,1,0,-1
ghetto,1,0,-1
ghosting,1,0,-1
gibber,1,0,-1
gibberish,1,0,-1
gibe,1,0,-1
giddy,1,0,-1
gifted,0,1,1
gimmick,1,0,-1
gimmicked,1,0,-1
gimmicking,1,0,-1
gimmicks,1,0,-1
gimmicky,1,0,-1
glad,0,1,1
gladden,0,1,1
gladly,0,1,1
gladness,0,1,1
glamorous,0,1,1
glare,1,0,-1
glaringly,1,0,-1
glee,0,1,1
gleeful,0,1,1
gleefully,0,1,1
glib,1,0,-1
glibly,1,0,-1
glimmer,0,1,1
glimmering,0,1,1
glisten,0,1,1
glistening,0,1,1
glitch,1,0,-1
glitches,1,0,-1
glitter,0,1,1
glitz,0,1,1
gloatingly,1,0,-1
gloom,1,0,-1
gloomy,1,0,-1
glorify,0,1,1
glorious,0,1,1
gloriously,0,1,1
glory,0,1,1
glow,0,1,1
glower,1,0,-1
glowing,0,1,1
glowingly,0,1,1
glum,1,0,-1
glut,1,0,-1
gnawing,1,0,-1
goad,1,0,-1
goading,1,0,-1
godlike,0,1,1
godsend,0,1,1
gold,0,1,1
golden,0,1,1
good,0,1,1
goodly,0,1,1
goodness,0,1,1
goodwill,0,1,1
goof,1,0,-1
goofy,1,0,-1
goon,1,0,-1
goood,0,1,1
gooood,0,1,1
gorgeous,0,1,1
gorgeously,0,1,1
gossip,1,0,-1
grace,0,1,1
graceful,0,1,1
gracefully,0,1,1
graceless,1,0,-1
gracelessly,1,0,-1
gracious,0,1,1
graciously,0,1,1
graciousness,0,1,1
graft,1,0,-1
grainy,1,0,-1
grand,0,1,1
grandeur,0,1,1
grapple,1,0,-1
grate,1,0,-1
grateful,0,1,1
gratefully,0,1,1
gratification,0,1,1
gratified,0,1,1
gratifies,0,1,1
gratify,0,1,1
gratifying,0,1,1
gratifyingly,0,1,1
grating,1,0,-1
gratitude,0,1,1
gravely,1,0,-1
greasy,1,0,-1
great,0,1,1
greatest,0,1,1
greatness,0,1,1
greed,1,0,-1
greedy,1,0,-1
grief,1,0,-1
grievance,1,0,-1
grievances,1,0,-1
grieve,1,0,-1
grieving,1,0,-1
grievous,1,0,-1
grievously,1,0,-1
grim,1,0,-1
grimace,1,0,-1
grin,0,1,1
grind,1,0,-1
gripe,1,0,-1
gripes,1,0,-1
grisly,1,0,-1
gritty,1,0,-1
gross,1,0,-1
grossly,1,0,-1
grotesque,1,0,-1
grouch,1,0,-1
grouchy,1,0,-1
groundbreaking,0,1,1
groundless,1,0,-1
grouse,1,0,-1
growl,1,0,-1
grudge,1,0,-1
grudges,1,0,-1
grudging,1,0,-1
grudgingly,1,0,-1
gruesome,1,0,-1
gruesomely,1,0,-1
gruff,1,0,-1
grumble,1,0,-1
grumpier,1,0,-1
grumpiest,1,0,-1
grumpily,1,0,-1
grumpish,1,0,-1
grumpy,1,0,-1
guarantee,0,1,1
guidance,0,1,1
guile,1,0,-1
guilt,1,0,-1
guiltily,1,0,-1
guiltless,0,1,1
guilty,1,0,-1
gullible,1,0,-1
gumption,0,1,1
gush,0,1,1
gusto,0,1,1
gutless,1,0,-1
gutsy,0,1,1
gutter,1,0,-1
hack,1,0,-1
hacks,1,0,-1
haggard,1,0,-1
haggle,1,0,-1
hail,0,1,1
hairloss,1,0,-1
halcyon,0,1,1
hale,0,1,1
halfhearted,1,0,-1
halfheartedly,1,0,-1
hallmark,0,1,1
hallmarks,0,1,1
hallowed,0,1,1
hallucinate,1,0,-1
hallucination,1,0,-1
hamper,1,0,-1
hampered,1,0,-1
handicapped,1,0,-1
handier,0,1,1
handily,0,1,1
handsome,0,1,1
handsomely,0,1,1
handy,0,1,1
hang,1,0,-1
hangs,1,0,-1
haphazard,1,0,-1
hapless,1,0,-1
happier,0,1,1
happily,0,1,1
happiness,0,1,1
happy,0,1,1
harangue,1,0,-1
harass,1,0,-1
harassed,1,0,-1
harasses,1,0,-1
harassment,1,0,-1
harboring,1,0,-1
harbors,1,0,-1
hard,1,0,-1
hardball,1,0,-1
harden,1,0,-1
hardened,1,0,-1
hardheaded,1,0,-1
hardhearted,1,0,-1
hardier,0,1,1
hardliner,1,0,-1
hardliners,1,0,-1
hardship,1,0,-1
hardships,1,0,-1
hardy,0,1,1
harm,1,0,-1
harmed,1,0,-1
harmful,1,0,-1
harmless,0,1,1
harmonious,0,1,1
harmoniously,0,1,1
harmonize,0,1,1
harmony,0,1,1
harms,1,0,-1
harpy,1,0,-1
harridan,1,0,-1
harried,1,0,-1
harrow,1,0,-1
harsh,1,0,-1
harshly,1,0,-1
hasseling,1,0,-1
hassle,1,0,-1
hassled,1,0,-1
hassles,1,0,-1
haste,1,0,-1
hastily,1,0,-1
hasty,1,0,-1
hate,1,0,-1
hated,1,0,-1
hateful,1,0,-1
hatefully,1,0,-1
hatefulness,1,0,-1
hater,1,0,-1
haters,1,0,-1
hates,1,0,-1
hating,1,0,-1
hatred,1,0,-1
haughtily,1,0,-1
haughty,1,0,-1
haunt,1,0,-1
haunting,1,0,-1
havoc,1,0,-1
hawkish,1,0,-1
haywire,1,0,-1
hazard,1,0,-1
hazardous,1,0,-1
haze,1,0,-1
hazy,1,0,-1
headache,1,0,-1
headaches,1,0,-1
headway,0,1,1
heal,0,1,1
healthful,0,1,1
healthy,0,1,1
heartbreaker,1,0,-1
heartbreaking,1,0,-1
heartbreakingly,1,0,-1
hearten,0,1,1
heartening,0,1,1
heartfelt,0,1,1
heartily,0,1,1
heartless,1,0,-1
heartwarming,0,1,1
heathen,1,0,-1
heaven,0,1,1
heavenly,0,1,1
heavyhearted,1,0,-1
heck,1,0,-1
heckle,1,0,-1
heckled,1,0,-1
heckles,1,0,-1
hectic,1,0,-1
hedge,1,0,-1
hedonistic,1,0,-1
heedless,1,0,-1
hefty,1,0,-1
hegemonism,1,0,-1
hegemonistic,1,0,-1
hegemony,1,0,-1
heinous,1,0,-1
hell,1,0,-1
hellion,1,0,-1
hells,1,0,-1
helped,0,1,1
helpful,0,1,1
helping,0,1,1
helpless,1,0,-1
helplessly,1,0,-1
helplessness,1,0,-1
heresy,1,0,-1
heretic,1,0,-1
heretical,1,0,-1
hero,0,1,1
heroic,0,1,1
heroically,0,1,1
heroine,0,1,1
heroize,0,1,1
heros,0,1,1
hesitant,1,0,-1
hestitant,1,0,-1
hideous,1,0,-1
hideously,1,0,-1
hideousness,1,0,-1
hilarious,0,1,1
hiliarious,1,0,-1
hinder,1,0,-1
hindrance,1,0,-1
hiss,1,0,-1
hissed,1,0,-1
hissing,1,0,-1
hoard,1,0,-1
hoax,1,0,-1
hobble,1,0,-1
hogs,1,0,-1
hollow,1,0,-1
holy,0,1,1
homage,0,1,1
honest,0,1,1
honesty,0,1,1
honor,0,1,1
honorable,0,1,1
honored,0,1,1
honoring,0,1,1
hoodium,1,0,-1
hoodwink,1,0,-1
hooligan,1,0,-1
hooray,0,1,1
hopeful,0,1,1
hopeless,1,0,-1
hopelessly,1,0,-1
hopelessness,1,0,-1
horde,1,0,-1
horrendous,1,0,-1
horrendously,1,0,-1
horrible,1,0,-1
horrid,1,0,-1
horrific,1,0,-1
horrified,1,0,-1
horrifies,1,0,-1
horrify,1,0,-1
horrifying,1,0,-1
horrifys,1,0,-1
hospitable,0,1,1
hostage,1,0,-1
hostile,1,0,-1
hostilities,1,0,-1
hostility,1,0,-1
hot,0,1,1
hotbeds,1,0,-1
hotcake,0,1,1
hotcakes,0,1,1
hothead,1,0,-1
hotheaded,1,0,-1
hothouse,1,0,-1
hottest,0,1,1
hubris,1,0,-1
huckster,1,0,-1
hug,0,1,1
hum,1,0,-1
humane,0,1,1
humble,0,1,1
humid,1,0,-1
humiliate,1,0,-1
humiliating,1,0,-1
humiliation,1,0,-1
humility,0,1,1
humming,1,0,-1
humor,0,1,1
humorous,0,1,1
humorously,0,1,1
humour,0,1,1
humourous,0,1,1
hung,1,0,-1
hurt,1,0,-1
hurted,1,0,-1
hurtful,1,0,-1
hurting,1,0,-1
hurts,1,0,-1
hustler,1,0,-1
hype,1,0,-1
hypocricy,1,0,-1
hypocrisy,1,0,-1
hypocrite,1,0,-1
hypocrites,1,0,-1
hypocritical,1,0,-1
hypocritically,1,0,-1
hysteria,1,0,-1
hysteric,1,0,-1
hysterical,1,0,-1
hysterically,1,0,-1
hysterics,1,0,-1
ideal,0,1,1
idealize,0,1,1
ideally,0,1,1
idiocies,1,0,-1
idiocy,1,0,-1
idiot,1,0,-1
idiotic,1,0,-1
idiotically,1,0,-1
idiots,1,0,-1
idle,1,0,-1
idol,0,1,1
idolize,0,1,1
idolized,0,1,1
idyllic,0,1,1
ignoble,1,0,-1
ignominious,1,0,-1
ignominiously,1,0,-1
ignominy,1,0,-1
ignorance,1,0,-1
ignorant,1,0,-1
ignore,1,0,-1
illegal,1,0,-1
illegally,1,0,-1
illegitimate,1,0,-1
illicit,1,0,-1
illiterate,1,0,-1
illness,1,0,-1
illogic,1,0,-1
illogical,1,0,-1
illogically,1,0,-1
illuminate,0,1,1
illuminati,0,1,1
illuminating,0,1,1
illumine,0,1,1
illusion,1,0,-1
illusions,1,0,-1
illusory,1,0,-1
illustrious,0,1,1
ilu,0,1,1
imaculate,0,1,1
imaginary,1,0,-1
imaginative,0,1,1
imbalance,1,0,-1
imbecile,1,0,-1
imbroglio,1,0,-1
immaculate,0,1,1
immaculately,0,1,1
immaterial,1,0,-1
immature,1,0,-1
immense,0,1,1
imminence,1,0,-1
imminently,1,0,-1
immobilized,1,0,-1
immoderate,1,0,-1
immoderately,1,0,-1
immodest,1,0,-1
immoral,1,0,-1
immorality,1,0,-1
immorally,1,0,-1
immovable,1,0,-1
impair,1,0,-1
impaired,1,0,-1
impartial,0,1,1
impartiality,0,1,1
impartially,0,1,1
impasse,1,0,-1
impassioned,0,1,1
impatience,1,0,-1
impatient,1,0,-1
impatiently,1,0,-1
impeach,1,0,-1
impeccable,0,1,1
impeccably,0,1,1
impedance,1,0,-1
impede,1,0,-1
impediment,1,0,-1
impending,1,0,-1
impenitent,1,0,-1
imperfect,1,0,-1
imperfection,1,0,-1
imperfections,1,0,-1
imperfectly,1,0,-1
imperialist,1,0,-1
imperil,1,0,-1
imperious,1,0,-1
imperiously,1,0,-1
impermissible,1,0,-1
impersonal,1,0,-1
impertinent,1,0,-1
impetuous,1,0,-1
impetuously,1,0,-1
impiety,1,0,-1
impinge,1,0,-1
impious,1,0,-1
implacable,1,0,-1
implausible,1,0,-1
implausibly,1,0,-1
implicate,1,0,-1
implication,1,0,-1
implode,1,0,-1
impolite,1,0,-1
impolitely,1,0,-1
impolitic,1,0,-1
important,0,1,1
importunate,1,0,-1
importune,1,0,-1
impose,1,0,-1
imposers,1,0,-1
imposing,1,0,-1
imposition,1,0,-1
impossible,1,0,-1
impossiblity,1,0,-1
impossibly,1,0,-1
impotent,1,0,-1
impoverish,1,0,-1
impoverished,1,0,-1
impractical,1,0,-1
imprecate,1,0,-1
imprecise,1,0,-1
imprecisely,1,0,-1
imprecision,1,0,-1
impress,0,1,1
impressed,0,1,1
impresses,0,1,1
impressive,0,1,1
impressively,0,1,1
impressiveness,0,1,1
imprison,1,0,-1
imprisonment,1,0,-1
improbability,1,0,-1
improbable,1,0,-1
improbably,1,0,-1
improper,1,0,-1
improperly,1,0,-1
impropriety,1,0,-1
improve,0,1,1
improved,0,1,1
improvement,0,1,1
improvements,0,1,1
improves,0,1,1
improving,0,1,1
imprudence,1,0,-1
imprudent,1,0,-1
impudence,1,0,-1
impudent,1,0,-1
impudently,1,0,-1
impugn,1,0,-1
impulsive,1,0,-1
impulsively,1,0,-1
impunity,1,0,-1
impure,1,0,-1
impurity,1,0,-1
inability,1,0,-1
inaccuracies,1,0,-1
inaccuracy,1,0,-1
inaccurate,1,0,-1
inaccurately,1,0,-1
inaction,1,0,-1
inactive,1,0,-1
inadequacy,1,0,-1
inadequate,1,0,-1
inadequately,1,0,-1
inadverent,1,0,-1
inadverently,1,0,-1
inadvisable,1,0,-1
inadvisably,1,0,-1
inane,1,0,-1
inanely,1,0,-1
inappropriate,1,0,-1
inappropriately,1,0,-1
inapt,1,0,-1
inaptitude,1,0,-1
inarticulate,1,0,-1
inattentive,1,0,-1
inaudible,1,0,-1
incapable,1,0,-1
incapably,1,0,-1
incautious,1,0,-1
incendiary,1,0,-1
incense,1,0,-1
incessant,1,0,-1
incessantly,1,0,-1
incite,1,0,-1
incitement,1,0,-1
incivility,1,0,-1
inclement,1,0,-1
incognizant,1,0,-1
incoherence,1,0,-1
incoherent,1,0,-1
incoherently,1,0,-1
incommensurate,1,0,-1
incomparable,1,0,-1
incomparably,1,0,-1
incompatability,1,0,-1
incompatibility,1,0,-1
incompatible,1,0,-1
incompetence,1,0,-1
incompetent,1,0,-1
incompetently,1,0,-1
incomplete,1,0,-1
incompliant,1,0,-1
incomprehensible,1,0,-1
incomprehension,1,0,-1
inconceivable,1,0,-1
inconceivably,1,0,-1
incongruous,1,0,-1
incongruously,1,0,-1
inconsequent,1,0,-1
inconsequential,1,0,-1
inconsequentially,1,0,-1
inconsequently,1,0,-1
inconsiderate,1,0,-1
inconsiderately,1,0,-1
inconsistence,1,0,-1
inconsistencies,1,0,-1
inconsistency,1,0,-1
inconsistent,1,0,-1
inconsolable,1,0,-1
inconsolably,1,0,-1
inconstant,1,0,-1
inconvenience,1,0,-1
inconveniently,1,0,-1
incorrect,1,0,-1
incorrectly,1,0,-1
incorrigible,1,0,-1
incorrigibly,1,0,-1
incredible,0,1,1
incredibly,0,1,1
incredulous,1,0,-1
incredulously,1,0,-1
inculcate,1,0,-1
indebted,0,1,1
indecency,1,0,-1
indecent,1,0,-1
indecently,1,0,-1
indecision,1,0,-1
indecisive,1,0,-1
indecisively,1,0,-1
indecorum,1,0,-1
indefensible,1,0,-1
indelicate,1,0,-1
indeterminable,1,0,-1
indeterminably,1,0,-1
indeterminate,1,0,-1
indifference,1,0,-1
indifferent,1,0,-1
indigent,1,0,-1
indignant,1,0,-1
indignantly,1,0,-1
indignation,1,0,-1
indignity,1,0,-1
indiscernible,1,0,-1
indiscreet,1,0,-1
indiscreetly,1,0,-1
indiscretion,1,0,-1
indiscriminate,1,0,-1
indiscriminately,1,0,-1
indiscriminating,1,0,-1
indistinguishable,1,0,-1
individualized,0,1,1
indoctrinate,1,0,-1
indoctrination,1,0,-1
indolent,1,0,-1
indulge,1,0,-1
indulgence,0,1,1
indulgent,0,1,1
industrious,0,1,1
ineffective,1,0,-1
ineffectively,1,0,-1
ineffectiveness,1,0,-1
ineffectual,1,0,-1
ineffectually,1,0,-1
ineffectualness,1,0,-1
inefficacious,1,0,-1
inefficacy,1,0,-1
inefficiency,1,0,-1
inefficient,1,0,-1
inefficiently,1,0,-1
inelegance,1,0,-1
inelegant,1,0,-1
ineligible,1,0,-1
ineloquent,1,0,-1
ineloquently,1,0,-1
inept,1,0,-1
ineptitude,1,0,-1
ineptly,1,0,-1
inequalities,1,0,-1
inequality,1,0,-1
inequitable,1,0,-1
inequitably,1,0,-1
inequities,1,0,-1
inescapable,1,0,-1
inescapably,1,0,-1
inessential,1,0,-1
inestimable,0,1,1
inestimably,0,1,1
inevitable,1,0,-1
inevitably,1,0,-1
inexcusable,1,0,-1
inexcusably,1,0,-1
inexorable,1,0,-1
inexorably,1,0,-1
inexpensive,0,1,1
inexperience,1,0,-1
inexperienced,1,0,-1
inexpert,1,0,-1
inexpertly,1,0,-1
inexpiable,1,0,-1
inexplainable,1,0,-1
inextricable,1,0,-1
inextricably,1,0,-1
infallibility,0,1,1
infallible,0,1,1
infallibly,0,1,1
infamous,1,0,-1
infamously,1,0,-1
infamy,1,0,-1
infected,1,0,-1
infection,1,0,-1
infections,1,0,-1
inferior,1,0,-1
inferiority,1,0,-1
infernal,1,0,-1
infest,1,0,-1
infested,1,0,-1
infidel,1,0,-1
infidels,1,0,-1
infiltrator,1,0,-1
infiltrators,1,0,-1
infirm,1,0,-1
inflame,1,0,-1
inflammation,1,0,-1
inflammatory,1,0,-1
inflammed,1,0,-1
inflated,1,0,-1
inflationary,1,0,-1
inflexible,1,0,-1
inflict,1,0,-1
influential,0,1,1
infraction,1,0,-1
infringe,1,0,-1
infringement,1,0,-1
infringements,1,0,-1
infuriate,1,0,-1
infuriated,1,0,-1
infuriating,1,0,-1
infuriatingly,1,0,-1
ingenious,0,1,1
ingeniously,0,1,1
ingenuity,0,1,1
ingenuous,0,1,1
ingenuously,0,1,1
inglorious,1,0,-1
ingrate,1,0,-1
ingratitude,1,0,-1
inhibit,1,0,-1
inhibition,1,0,-1
inhospitable,1,0,-1
inhospitality,1,0,-1
inhuman,1,0,-1
inhumane,1,0,-1
inhumanity,1,0,-1
inimical,1,0,-1
inimically,1,0,-1
iniquitous,1,0,-1
iniquity,1,0,-1
injudicious,1,0,-1
injure,1,0,-1
injurious,1,0,-1
injury,1,0,-1
injustice,1,0,-1
injustices,1,0,-1
innocuous,0,1,1
innovation,0,1,1
innovative,0,1,1
innuendo,1,0,-1
inoperable,1,0,-1
inopportune,1,0,-1
inordinate,1,0,-1
inordinately,1,0,-1
inpressed,0,1,1
insane,1,0,-1
insanely,1,0,-1
insanity,1,0,-1
insatiable,1,0,-1
insecure,1,0,-1
insecurity,1,0,-1
insensible,1,0,-1
insensitive,1,0,-1
insensitively,1,0,-1
insensitivity,1,0,-1
insidious,1,0,-1
insidiously,1,0,-1
insightful,0,1,1
insightfully,0,1,1
insignificance,1,0,-1
insignificant,1,0,-1
insignificantly,1,0,-1
insincere,1,0,-1
insincerely,1,0,-1
insincerity,1,0,-1
insinuate,1,0,-1
insinuating,1,0,-1
insinuation,1,0,-1
insociable,1,0,-1
insolence,1,0,-1
insolent,1,0,-1
insolently,1,0,-1
insolvent,1,0,-1
insouciance,1,0,-1
inspiration,0,1,1
inspirational,0,1,1
inspire,0,1,1
inspiring,0,1,1
instability,1,0,-1
instable,1,0,-1
instantly,0,1,1
instigate,1,0,-1
instigator,1,0,-1
instigators,1,0,-1
instructive,0,1,1
instrumental,0,1,1
insubordinate,1,0,-1
insubstantial,1,0,-1
insubstantially,1,0,-1
insufferable,1,0,-1
insufferably,1,0,-1
insufficiency,1,0,-1
insufficient,1,0,-1
insufficiently,1,0,-1
insular,1,0,-1
insult,1,0,-1
insulted,1,0,-1
insulting,1,0,-1
insultingly,1,0,-1
insults,1,0,-1
insupportable,1,0,-1
insupportably,1,0,-1
insurmountable,1,0,-1
insurmountably,1,0,-1
insurrection,1,0,-1
intefere,1,0,-1
inteferes,1,0,-1
integral,0,1,1
integrated,0,1,1
intelligence,0,1,1
intelligent,0,1,1
intelligible,0,1,1
intense,1,0,-1
interesting,0,1,1
interests,0,1,1
interfere,1,0,-1
interference,1,0,-1
interferes,1,0,-1
intermittent,1,0,-1
interrupt,1,0,-1
interruption,1,0,-1
interruptions,1,0,-1
intimacy,0,1,1
intimate,0,1,1
intimidate,1,0,-1
intimidating,1,0,-1
intimidatingly,1,0,-1
intimidation,1,0,-1
intolerable,1,0,-1
intolerablely,1,0,-1
intolerance,1,0,-1
intoxicate,1,0,-1
intractable,1,0,-1
intransigence,1,0,-1
intransigent,1,0,-1
intricate,0,1,1
intrigue,0,1,1
intriguing,0,1,1
intriguingly,0,1,1
intrude,1,0,-1
intrusion,1,0,-1
intrusive,1,0,-1
intuitive,0,1,1
inundate,1,0,-1
inundated,1,0,-1
invader,1,0,-1
invalid,1,0,-1
invalidate,1,0,-1
invalidity,1,0,-1
invaluable,0,1,1
invaluablely,0,1,1
invasive,1,0,-1
invective,1,0,-1
inveigle,1,0,-1
inventive,0,1,1
invidious,1,0,-1
invidiously,1,0,-1
invidiousness,1,0,-1
invigorate,0,1,1
invigorating,0,1,1
invincibility,0,1,1
invincible,0,1,1
inviolable,0,1,1
inviolate,0,1,1
invisible,1,0,-1
involuntarily,1,0,-1
involuntary,1,0,-1
invulnerable,0,1,1
irascible,1,0,-1
irate,1,0,-1
irately,1,0,-1
ire,1,0,-1
irk,1,0,-1
irked,1,0,-1
irking,1,0,-1
irks,1,0,-1
irksome,1,0,-1
irksomely,1,0,-1
irksomeness,1,0,-1
irksomenesses,1,0,-1
ironic,1,0,-1
ironical,1,0,-1
ironically,1,0,-1
ironies,1,0,-1
irony,1,0,-1
irragularity,1,0,-1
irrational,1,0,-1
irrationalities,1,0,-1
irrationality,1,0,-1
irrationally,1,0,-1
irrationals,1,0,-1
irreconcilable,1,0,-1
irrecoverable,1,0,-1
irrecoverableness,1,0,-1
irrecoverablenesses,1,0,-1
irrecoverably,1,0,-1
irredeemable,1,0,-1
irredeemably,1,0,-1
irreformable,1,0,-1
irregular,1,0,-1
irregularity,1,0,-1
irrelevance,1,0,-1
irrelevant,1,0,-1
irreparable,1,0,-1
irreplaceable,0,1,1
irreplacible,1,0,-1
irrepressible,1,0,-1
irreproachable,0,1,1
irresistible,0,1,1
irresistibly,0,1,1
irresolute,1,0,-1
irresolvable,1,0,-1
irresponsible,1,0,-1
irresponsibly,1,0,-1
irretating,1,0,-1
irretrievable,1,0,-1
irreversible,1,0,-1
irritable,1,0,-1
irritably,1,0,-1
irritant,1,0,-1
irritate,1,0,-1
irritated,1,0,-1
irritating,1,0,-1
irritation,1,0,-1
irritations,1,0,-1
isolate,1,0,-1
isolated,1,0,-1
isolation,1,0,-1
issue,1,0,-1
issues,1,0,-1
itch,1,0,-1
itching,1,0,-1
itchy,1,0,-1
jabber,1,0,-1
jaded,1,0,-1
jagged,1,0,-1
jam,1,0,-1
jarring,1,0,-1
jaundiced,1,0,-1
jealous,1,0,-1
jealously,1,0,-1
jealousness,1,0,-1
jealousy,1,0,-1
jeer,1,0,-1
jeering,1,0,-1
jeeringly,1,0,-1
jeers,1,0,-1
jeopardize,1,0,-1
jeopardy,1,0,-1
jerk,1,0,-1
jerky,1,0,-1
jitter,1,0,-1
jitters,1,0,-1
jittery,1,0,-1
jobless,1,0,-1
joke,1,0,-1
joker,1,0,-1
jollify,0,1,1
jolly,0,1,1
jolt,1,0,-1
jovial,0,1,1
joy,0,1,1
joyful,0,1,1
joyfully,0,1,1
joyous,0,1,1
joyously,0,1,1
jubilant,0,1,1
jubilantly,0,1,1
jubilate,0,1,1
jubilation,0,1,1
jubiliant,0,1,1
judder,1,0,-1
juddering,1,0,-1
judders,1,0,-1
judicious,0,1,1
jumpy,1,0,-1
junk,1,0,-1
junky,1,0,-1
junkyard,1,0,-1
justly,0,1,1
jutter,1,0,-1
jutters,1,0,-1
kaput,1,0,-1
keen,0,1,1
keenly,0,1,1
keenness,0,1,1
kill,1,0,-1
killed,1,0,-1
killer,1,0,-1
killing,1,0,-1
killjoy,1,0,-1
kills,1,0,-1
kindliness,0,1,1
kindly,0,1,1
kindness,0,1,1
knave,1,0,-1
knife,1,0,-1
knock,1,0,-1
knotted,1,0,-1
knowledgeable,0,1,1
kook,1,0,-1
kooky,1,0,-1
kudos,0,1,1
lack,1,0,-1
lackadaisical,1,0,-1
lacked,1,0,-1
lackey,1,0,-1
lackeys,1,0,-1
lacking,1,0,-1
lackluster,1,0,-1
lacks,1,0,-1
laconic,1,0,-1
lag,1,0,-1
lagged,1,0,-1
lagging,1,0,-1
laggy,1,0,-1
lags,1,0,-1
lambast,1,0,-1
lambaste,1,0,-1
lame,1,0,-1
lament,1,0,-1
lamentable,1,0,-1
lamentably,1,0,-1
languid,1,0,-1
languish,1,0,-1
languor,1,0,-1
languorous,1,0,-1
languorously,1,0,-1
lanky,1,0,-1
lapse,1,0,-1
lapsed,1,0,-1
lapses,1,0,-1
lascivious,1,0,-1
latency,1,0,-1
laud,0,1,1
laudable,0,1,1
laudably,0,1,1
laughable,1,0,-1
laughably,1,0,-1
laughingstock,1,0,-1
lavish,0,1,1
lavishly,0,1,1
lawbreaker,1,0,-1
lawbreaking,1,0,-1
lawful,0,1,1
lawfully,0,1,1
lawless,1,0,-1
lawlessness,1,0,-1
layoff,1,0,-1
lazy,1,0,-1
lead,0,1,1
leading,0,1,1
leads,0,1,1
leak,1,0,-1
leakage,1,0,-1
leakages,1,0,-1
leaking,1,0,-1
leaks,1,0,-1
leaky,1,0,-1
lean,0,1,1
lech,1,0,-1
lecher,1,0,-1
lecherous,1,0,-1
lechery,1,0,-1
led,0,1,1
leech,1,0,-1
leer,1,0,-1
leery,1,0,-1
legendary,0,1,1
lemon,1,0,-1
lengthy,1,0,-1
letch,1,0,-1
lethal,1,0,-1
lethargic,1,0,-1
lethargy,1,0,-1
leverage,0,1,1
levity,0,1,1
lewd,1,0,-1
lewdly,1,0,-1
lewdness,1,0,-1
liability,1,0,-1
liable,1,0,-1
liar,1,0,-1
liars,1,0,-1
liberate,0,1,1
liberation,0,1,1
liberty,0,1,1
licentious,1,0,-1
licentiously,1,0,-1
licentiousness,1,0,-1
lie,1,0,-1
lied,1,0,-1
lier,1,0,-1
lies,1,0,-1
lifeless,1,0,-1
lifesaver,0,1,1
lighter,0,1,1
likable,0,1,1
like,0,1,1
liked,0,1,1
likes,0,1,1
liking,0,1,1
limit,1,0,-1
limitation,1,0,-1
limitations,1,0,-1
limited,1,0,-1
limits,1,0,-1
limp,1,0,-1
lionhearted,0,1,1
listless,1,0,-1
litigious,1,0,-1
lively,0,1,1
livid,1,0,-1
lividly,1,0,-1
loath,1,0,-1
loathe,1,0,-1
loathing,1,0,-1
loathly,1,0,-1
loathsome,1,0,-1
loathsomely,1,0,-1
logical,0,1,1
lone,1,0,-1
loneliness,1,0,-1
lonely,1,0,-1
loner,1,0,-1
lonesome,1,0,-1
longing,1,0,-1
longingly,1,0,-1
loophole,1,0,-1
loopholes,1,0,-1
loose,1,0,-1
loot,1,0,-1
lorn,1,0,-1
lose,1,0,-1
loser,1,0,-1
losers,1,0,-1
loses,1,0,-1
losing,1,0,-1
loss,1,0,-1
losses,1,0,-1
lost,1,0,-1
loud,1,0,-1
louder,1,0,-1
lousy,1,0,-1
lovable,0,1,1
lovably,0,1,1
love,0,1,1
loved,0,1,1
loveless,1,0,-1
loveliness,0,1,1
lovelorn,1,0,-1
lovely,0,1,1
lover,0,1,1
loves,0,1,1
loving,0,1,1
lowly,1,0,-1
loyal,0,1,1
loyalty,0,1,1
lucid,0,1,1
lucidly,0,1,1
luck,0,1,1
luckier,0,1,1
luckiest,0,1,1
luckiness,0,1,1
lucky,0,1,1
lucrative,0,1,1
ludicrous,1,0,-1
ludicrously,1,0,-1
lugubrious,1,0,-1
lukewarm,1,0,-1
lull,1,0,-1
luminous,0,1,1
lumpy,1,0,-1
lunatic,1,0,-1
lunaticism,1,0,-1
lurch,1,0,-1
lure,1,0,-1
lurid,1,0,-1
lurk,1,0,-1
lurking,1,0,-1
lush,0,1,1
luster,0,1,1
lustrous,0,1,1
luxuriant,0,1,1
luxuriate,0,1,1
luxurious,0,1,1
luxuriously,0,1,1
luxury,0,1,1
lying,1,0,-1
lyrical,0,1,1
macabre,1,0,-1
