term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_polarity
guardian,0,0,0,0,0,0,1,0,0,1,1
guardianship,0,0,0,0,0,0,1,0,0,1,1
gubernatorial,0,0,0,0,0,0,1,0,0,1,1
guerilla,0,0,0,1,0,1,0,0,0,0,-1
guidance,0,0,0,0,0,0,1,0,0,1,1
guide,0,0,0,0,0,0,1,0,0,1,1
guidebook,0,0,0,0,0,0,1,0,0,1,1
guillotine,1,1,1,1,0,1,0,1,0,0,-1
guilt,0,0,1,0,0,1,0,1,0,0,-1
guilty,1,0,0,0,0,1,0,1,0,0,-1
gullible,0,0,0,0,0,1,0,1,0,1,-1
gulp,0,0,0,1,0,0,0,0,1,0,0
gun,1,0,0,1,0,1,0,0,0,0,-1
guru,0,0,0,0,0,0,1,0,0,1,1
gush,0,0,1,0,1,1,0,0,0,0,-1
hag,0,0,1,1,0,1,0,0,0,0,-1
haggard,0,0,0,0,0,1,0,1,0,0,-1
hail,0,0,0,0,0,1,1,0,0,1,0
hairy,0,0,1,0,0,1,0,0,0,0,-1
hallucination,0,0,0,1,0,1,0,0,0,0,-1
halter,1,0,0,1,0,1,0,1,0,0,-1
halting,0,0,0,1,0,1,0,1,0,0,-1
hamstring,1,0,0,0,0,1,0,1,0,0,-1
handicap,0,0,0,0,0,1,0,1,0,0,-1
hanging,1,0,1,1,0,1,0,1,0,0,-1
hangman,0,0,0,1,0,1,0,0,0,0,-1
hap,0,1,0,0,0,0,0,0,1,0,0
happily,0,0,0,0,1,0,1,0,0,0,1
happiness,0,1,0,0,1,0,1,0,0,0,1
happy,0,1,0,0,1,0,1,0,0,1,1
harass,1,0,1,0,0,1,0,0,0,0,-1
harbinger,1,1,0,1,0,1,0,0,0,0,-1
hardened,1,0,1,1,0,1,0,0,0,0,-1
hardship,0,0,0,0,0,1,0,1,0,0,-1
hardy,0,0,0,0,1,0,1,0,0,1,1
harlot,0,0,1,0,0,1,0,0,0,0,-1
harm,0,0,0,1,0,1,0,0,0,0,-1
harmful,1,0,1,1,0,1,0,1,0,0,-1
harmoniously,0,0,0,0,1,0,1,0,0,1,1
harmony,0,0,0,0,1,0,1,0,0,1,1
harrowing,0,0,0,1,0,1,0,0,0,0,-1
harry,1,0,0,0,0,1,0,1,0,0,-1
harshness,1,0,0,1,0,1,0,0,0,0,-1
harvest,0,1,0,0,1,0,1,0,0,0,1
hate,1,0,1,1,0,1,0,1,0,0,-1
hateful,1,0,1,1,0,1,0,1,0,0,-1
hating,1,0,0,0,0,1,0,0,0,0,-1
hatred,1,0,1,1,0,1,0,1,0,0,-1
haughty,1,0,0,0,0,1,0,0,0,0,-1
haunt,0,0,0,1,0,1,0,0,0,0,-1
haunted,0,0,0,1,0,1,0,1,0,0,-1
haven,0,0,0,0,0,0,1,0,0,1,1
havoc,1,0,0,1,0,1,0,0,0,0,-1
hazard,0,0,0,1,0,1,0,0,0,0,-1
hazardous,0,0,0,1,0,1,0,0,0,0,-1
haze,0,0,0,1,0,1,0,0,0,0,-1
heal,0,0,0,0,1,0,1,0,0,1,1
healing,0,1,0,0,1,0,1,0,0,1,1
healthful,0,0,0,0,1,0,1,0,0,0,1
hearing,0,0,0,1,0,1,0,0,0,0,-1
hearse,0,0,0,1,0,1,0,1,0,0,-1
heartache,0,0,0,0,0,1,0,1,0,0,-1
heartfelt,0,0,0,0,1,0,1,1,0,1,1
heartily,0,0,0,0,1,0,1,0,0,0,1
heartless,0,0,0,0,0,1,0,1,0,0,-1
heathen,0,0,0,1,0,1,0,0,0,0,-1
heavenly,0,1,0,0,1,0,1,0,0,1,1
heavens,0,0,0,0,1,0,1,0,0,1,1
hedonism,0,0,0,0,1,1,1,0,0,0,0
heft,0,1,0,1,0,0,1,0,0,0,1
heighten,0,0,0,1,0,1,0,0,0,0,-1
hell,1,0,1,1,0,1,0,1,0,0,-1
hellish,1,0,1,1,0,1,0,1,0,0,-1
helmet,0,0,0,1,0,0,1,0,0,0,1
helper,0,0,0,0,0,0,1,0,0,1,1
helpful,0,0,0,0,1,0,1,0,0,1,1
helpless,0,0,0,1,0,1,0,1,0,0,-1
helplessness,0,0,0,1,0,1,0,1,0,0,-1
hemorrhage,0,0,1,1,0,1,0,1,0,0,-1
heretic,0,0,1,0,0,1,0,0,0,0,-1
hermaphrodite,0,0,0,0,0,1,0,0,1,0,-1
hermit,0,0,0,0,0,0,0,1,0,1,0
hero,0,1,0,0,1,0,1,0,1,1,1
heroic,0,0,0,0,1,0,1,0,1,1,1
heroine,0,0,0,0,0,0,1,0,0,1,1
heroism,0,1,0,0,1,0,1,0,1,1,1
herpes,0,0,1,0,0,1,0,0,0,0,-1
herpesvirus,0,0,1,0,0,1,0,0,0,0,-1
hesitation,0,0,0,1,0,1,0,0,0,0,-1
heyday,0,1,0,0,1,0,1,0,0,1,1
hideous,0,0,1,1,0,1,0,1,0,0,-1
highest,0,1,0,1,1,1,1,0,1,0,0
hilarious,0,0,0,0,1,0,1,0,1,0,1
hilarity,0,0,0,0,1,0,1,0,0,0,1
hindering,0,0,0,0,0,1,0,1,0,0,-1
hire,0,1,0,0,1,0,1,0,0,1,1
hiss,1,0,0,1,0,1,0,0,0,0,-1
hit,1,0,0,0,0,1,0,0,0,0,-1
hoary,0,0,0,0,0,1,0,1,0,0,-1
hoax,1,0,1,0,0,1,0,1,1,0,-1
hobby,0,0,0,0,1,0,1,0,0,0,1
hobo,0,0,0,0,0,1,0,1,0,0,-1
hog,0,0,1,0,0,1,0,0,0,0,-1
holiday,0,1,0,0,1,0,1,0,0,0,1
holiness,0,1,0,1,1,0,1,0,1,1,1
hollow,0,0,0,0,0,1,0,1,0,0,-1
holocaust,1,0,1,1,0,1,0,1,0,0,-1
homeless,1,1,1,1,0,1,0,1,0,0,-1
homesick,0,0,0,0,0,1,0,1,0,0,-1
homicidal,1,0,0,1,0,1,0,0,0,0,-1
homicide,1,0,1,1,0,1,0,1,0,0,-1
honest,1,0,1,1,1,0,1,1,0,1,1
honesty,0,0,0,0,0,0,1,0,0,1,1
honeymoon,0,1,0,0,1,0,1,0,1,1,1
honor,0,0,0,0,0,0,1,0,0,1,1
honorable,0,0,0,0,0,0,1,0,0,1,1
hood,1,0,1,1,0,1,0,0,0,0,-1
hoot,1,0,1,0,0,1,0,0,0,0,-1
hope,0,1,0,0,1,0,1,0,1,1,1
hopeful,0,1,0,0,1,0,1,0,1,1,1
hopeless,0,0,0,1,0,1,0,1,0,0,-1
hopelessness,1,0,1,1,0,1,0,1,0,0,-1
horde,0,0,0,0,0,1,0,0,1,0,-1
horizon,0,1,0,0,0,0,1,0,0,0,1
horrible,1,0,1,1,0,1,0,0,0,0,-1
horrid,1,0,1,1,0,1,0,1,0,0,-1
horrific,1,0,1,1,0,1,0,1,0,0,-1
horrified,0,0,0,1,0,1,0,0,0,0,-1
horrifying,0,0,1,1,0,1,0,1,0,0,-1
horror,1,0,1,1,0,1,0,1,1,0,-1
horrors,0,0,0,1,0,1,0,1,0,0,-1
hospital,0,0,0,1,0,0,0,1,0,1,0
hostage,1,0,0,1,0,1,0,0,0,0,-1
hostile,1,0,1,1,0,1,0,0,0,0,-1
hostilities,1,0,0,1,0,1,0,0,0,0,-1
hostility,1,0,1,0,0,1,0,0,0,0,-1
howl,1,0,1,1,0,1,0,1,1,0,-1
huff,1,0,1,0,0,1,0,0,0,0,-1
hug,0,0,0,0,1,0,1,0,0,1,1
humanitarian,0,1,0,0,1,0,1,0,1,1,1
humanity,0,0,0,0,1,0,1,0,0,1,1
humble,0,0,1,0,0,1,1,1,0,0,0
humbled,0,0,0,0,0,0,1,1,0,0,1
humbug,1,0,1,0,0,1,0,1,0,0,-1
humiliate,1,0,0,0,0,1,0,1,0,0,-1
humiliating,0,0,1,0,0,1,0,0,0,0,-1
humiliation,0,0,1,0,0,1,0,1,0,0,-1
humility,0,0,0,0,0,0,1,0,0,1,1
humorous,0,0,0,0,1,0,1,0,0,0,1
hungry,0,1,0,0,0,1,0,0,0,0,-1
hunter,0,1,0,1,0,1,0,1,0,0,-1
hunting,1,1,0,1,0,1,0,0,0,0,-1
hurrah,0,0,0,0,1,0,1,0,0,0,1
hurricane,0,0,0,1,0,1,0,0,0,0,-1
hurried,0,1,0,0,0,1,0,0,0,0,-1
hurt,1,0,0,1,0,1,0,1,0,0,-1
hurtful,1,0,1,1,0,1,0,1,0,0,-1
hurting,1,0,0,1,0,1,0,1,0,0,-1
husbandry,0,0,0,0,0,0,1,0,0,1,1
hut,0,0,0,0,0,0,1,1,0,0,1
hydra,0,0,0,1,0,1,0,0,0,0,-1
hydrocephalus,0,0,1,1,0,1,0,1,0,0,-1
hymn,0,1,0,0,1,0,1,1,0,1,1
hype,0,1,0,0,0,1,0,0,0,0,-1
hypertrophy,0,0,1,1,0,0,0,0,1,0,0
hypocrite,0,0,1,0,0,1,0,0,0,0,-1
hypocritical,0,0,1,0,0,1,0,0,0,0,-1
hypothesis,0,1,0,0,0,0,0,0,1,0,0
hysteria,0,0,0,1,0,1,0,0,0,0,-1
hysterical,1,0,0,1,0,1,0,0,0,0,-1
idiocy,1,0,1,0,0,1,0,1,0,0,-1
idiot,0,0,1,0,0,1,0,0,0,0,-1
idiotic,1,0,1,0,0,1,0,0,0,0,-1
idolatry,0,0,1,1,0,1,0,0,0,0,-1
ignorant,0,0,1,0,0,1,0,0,0,0,-1
ill,1,0,1,1,0,1,0,1,0,0,-1
illegal,1,0,1,1,0,1,0,1,0,0,-1
illegality,1,0,1,1,0,1,0,0,0,0,-1
illegitimate,1,0,1,1,0,1,0,1,1,0,-1
illicit,1,0,1,1,0,1,0,0,0,0,-1
illiterate,0,0,1,0,0,1,0,0,0,0,-1
illness,0,0,0,1,0,1,0,1,0,0,-1
illuminate,0,1,0,0,1,0,1,0,1,0,1
illumination,0,0,0,0,1,0,1,0,1,1,1
illusion,0,0,0,0,0,1,0,0,1,0,-1
immaculate,0,0,0,0,1,0,1,0,0,1,1
immature,0,1,0,0,0,1,0,0,0,0,-1
immaturity,1,1,0,0,0,1,0,0,0,0,-1
immediately,0,1,0,0,0,1,1,0,0,0,0
immerse,0,1,0,1,1,0,1,0,1,1,1
imminent,0,1,0,1,0,0,0,0,0,0,0
immoral,1,0,1,1,0,1,0,1,0,0,-1
immorality,1,0,1,0,0,1,0,0,0,0,-1
immovable,0,0,0,0,0,1,1,0,0,1,0
impart,0,0,0,0,0,0,1,0,0,1,1
impartial,0,0,0,0,0,0,1,0,0,1,1
impartiality,0,0,0,0,0,0,1,0,0,1,1
impatient,0,1,0,0,0,1,0,0,0,0,-1
impeach,0,0,1,1,0,1,0,0,0,0,-1
impeccable,0,0,0,0,0,0,1,0,0,1,1
impending,0,1,0,1,0,0,0,0,0,0,0
impermeable,1,0,0,1,0,0,0,0,0,0,0
implicate,1,0,0,0,0,1,0,0,0,0,-1
impolite,0,0,1,0,0,1,0,0,0,0,-1
importance,0,1,0,0,0,0,1,0,0,0,1
important,0,0,0,0,0,0,1,0,0,1,1
impossible,0,0,0,0,0,1,0,1,0,0,-1
impotence,1,0,0,1,0,1,0,1,0,0,-1
imprisoned,1,0,1,1,0,1,0,1,0,0,-1
imprisonment,1,0,1,1,0,1,0,1,0,0,-1
improve,0,1,0,0,1,0,1,0,0,1,1
improvement,0,0,0,0,1,0,1,0,0,1,1
improvise,0,1,0,0,0,0,1,0,1,0,1
imprudent,0,0,0,0,0,1,0,1,0,0,-1
impure,0,0,1,0,0,1,0,0,0,0,-1
impurity,0,0,1,0,0,1,0,0,0,0,-1
inability,0,0,0,0,0,1,0,1,0,0,-1
inadequate,0,0,0,0,0,1,0,1,0,0,-1
inadmissible,1,0,1,0,0,1,0,0,0,0,-1
inappropriate,1,0,1,0,0,1,0,1,0,0,-1
inattention,1,0,0,0,0,1,0,0,0,0,-1
inauguration,0,1,0,0,1,0,1,0,0,1,1
incarceration,1,0,1,1,0,1,0,1,0,0,-1
incase,1,0,1,1,0,1,0,1,0,0,-1
incendiary,1,0,0,1,0,1,0,0,1,0,-1
incense,1,0,0,0,0,1,0,0,0,0,-1
incest,1,0,1,1,0,1,0,1,0,0,-1
incestuous,0,0,1,0,0,1,0,0,0,0,-1
incite,1,1,0,1,0,1,0,0,0,0,-1
income,0,1,0,0,1,1,1,1,0,1,0
incompatible,1,0,1,0,0,1,0,1,0,0,-1
incompetent,1,0,0,0,0,1,0,1,0,0,-1
incongruous,1,0,0,0,0,1,0,0,0,0,-1
inconsequential,0,0,0,0,0,1,0,1,0,0,-1
inconsiderate,1,0,1,0,0,1,0,1,0,0,-1
inconvenient,1,0,1,0,0,1,0,1,0,0,-1
incredulous,1,0,1,0,0,1,0,0,0,0,-1
incrimination,0,0,0,1,0,1,0,1,0,0,-1
incubus,0,0,1,1,0,1,0,0,0,0,-1
incurable,1,0,1,1,0,1,0,1,0,0,-1
incursion,0,0,0,1,0,1,0,0,0,0,-1
indecency,1,0,1,0,0,0,0,0,0,0,0
indecent,0,0,1,0,0,1,0,0,0,0,-1
indefensible,0,0,0,1,0,1,0,0,0,0,-1
indelible,0,0,0,0,0,0,1,0,0,1,1
indemnity,0,0,0,0,0,0,1,0,0,1,1
indenture,1,0,0,0,0,1,0,0,0,0,-1
independence,0,1,0,0,1,0,1,0,1,1,1
indestructible,0,0,0,0,0,0,1,0,0,1,1
indict,1,0,0,1,0,1,0,0,0,0,-1
indictment,0,0,0,1,0,1,0,0,0,0,-1
indifference,1,0,1,1,0,1,0,1,0,0,-1
indigent,0,0,0,0,0,1,0,1,0,0,-1
indignant,1,0,0,0,0,1,0,0,0,0,-1
indignation,1,0,1,0,0,1,0,0,0,0,-1
indoctrination,1,0,0,1,0,1,0,0,0,0,-1
indomitable,0,0,0,1,0,0,1,0,0,0,1
ineffectual,0,0,1,0,0,1,0,0,0,0,-1
inefficiency,0,0,1,0,0,1,0,1,0,0,-1
inefficient,0,0,0,0,0,1,0,1,0,0,-1
inept,1,0,1,0,0,1,0,0,0,0,-1
ineptitude,0,0,1,1,0,1,0,1,0,0,-1
inequality,1,0,0,1,0,1,0,1,0,0,-1
inexcusable,1,0,1,0,0,1,0,1,0,0,-1
inexplicable,0,0,0,0,0,1,0,0,1,0,-1
infamous,1,0,1,1,0,1,0,0,0,0,-1
infamy,0,0,0,0,0,1,0,1,0,0,-1
infant,0,1,0,1,1,0,1,0,1,0,1
infanticide,1,1,1,1,0,1,0,1,0,0,-1
infantile,1,0,1,0,0,1,0,0,0,0,-1
infarct,0,0,0,1,0,1,0,0,1,0,-1
infect,0,0,1,0,0,1,0,0,0,0,-1
infection,0,0,0,1,0,1,0,0,0,0,-1
infectious,0,0,1,1,0,1,0,1,0,0,-1
inferior,0,0,0,0,0,1,0,1,0,0,-1
inferno,1,0,0,1,0,1,0,0,0,0,-1
infertility,0,0,0,0,0,1,0,1,0,0,-1
infestation,0,0,1,1,0,1,0,0,0,0,-1
infidel,1,0,1,1,0,1,0,0,0,0,-1
infidelity,1,0,1,1,0,1,0,1,0,0,-1
infiltration,0,0,0,0,0,1,1,0,0,0,0
infinity,0,1,0,0,1,0,1,0,0,1,1
infirmity,0,0,0,1,0,1,0,0,0,0,-1
inflation,0,0,0,1,0,1,0,0,0,0,-1
inflict,1,0,0,1,0,1,0,1,0,0,-1
infliction,0,0,0,1,0,1,0,1,0,0,-1
influence,0,0,0,0,0,1,1,0,0,0,0
influential,0,0,0,0,0,0,1,0,0,1,1
infraction,1,0,0,0,0,1,0,0,0,0,-1
inheritance,0,1,0,0,1,0,1,0,1,1,1
inhibit,1,0,1,0,0,1,0,1,0,0,-1
inhospitable,0,0,0,0,0,1,0,1,0,0,-1
inhuman,1,0,1,1,0,1,0,1,0,0,-1
inhumanity,0,0,0,0,0,1,0,1,0,0,-1
inimical,1,0,0,0,0,1,0,1,0,0,-1
inimitable,0,0,0,0,0,0,1,0,0,1,1
iniquity,0,0,1,0,0,1,0,0,0,0,-1
injure,1,0,0,1,0,1,0,1,0,0,-1
injured,0,0,0,1,0,1,0,1,0,0,-1
injurious,1,0,0,1,0,1,0,1,0,0,-1
injury,1,0,0,1,0,1,0,1,0,0,-1
injustice,1,0,0,0,0,1,0,0,0,0,-1
inmate,0,0,1,1,0,1,0,0,0,0,-1
innocent,0,0,0,0,0,0,1,0,0,1,1
inoculation,0,1,0,0,0,0,0,0,0,1,0
inoperative,1,0,0,0,0,1,0,0,0,0,-1
inquiry,0,1,0,0,0,0,1,0,0,0,1
insane,1,0,0,1,0,1,0,0,0,0,-1
insanity,1,0,1,1,0,1,0,1,0,0,-1
insecure,1,0,0,1,0,1,0,1,0,0,-1
insecurity,0,0,0,1,0,1,0,0,0,0,-1
inseparable,0,0,0,0,1,0,1,0,0,1,1
insidious,1,0,1,1,0,1,0,0,0,0,-1
insignificant,1,0,0,0,0,1,0,1,0,0,-1
insolvency,0,0,0,1,0,1,0,1,1,0,-1
insolvent,0,0,0,1,0,1,0,1,0,1,-1
inspiration,0,1,0,0,1,0,1,0,0,0,1
inspire,0,1,0,0,1,0,1,0,0,1,1
inspired,0,0,0,0,1,0,1,0,1,1,1
instability,0,0,1,1,0,1,0,0,0,0,-1
instinctive,1,0,1,1,0,0,1,0,0,0,1
instruct,0,0,0,0,0,0,1,0,0,1,1
instruction,0,0,0,0,0,0,1,0,0,1,1
instructions,0,1,0,0,0,0,0,0,0,1,0
instructor,0,1,0,0,0,0,1,0,0,1,1
insufficiency,1,0,0,0,0,1,0,0,0,0,-1
insult,1,0,1,0,0,1,0,1,1,0,-1
insulting,1,0,1,1,0,1,0,1,0,0,-1
insure,0,0,0,0,0,0,1,0,0,1,1
insurmountable,0,0,0,1,0,1,0,1,0,0,-1
insurrection,1,0,0,0,0,1,0,0,0,0,-1
intact,0,0,0,0,0,0,1,0,0,1,1
integrity,0,0,0,0,0,0,1,0,0,1,1
intelligence,0,0,0,1,1,0,1,0,0,1,1
intelligent,0,0,0,0,0,0,1,0,0,1,1
intended,0,1,0,0,0,0,1,0,0,0,1
intense,1,0,1,1,1,1,1,0,1,1,0
inter,0,0,0,0,0,1,0,1,0,0,-1
intercede,0,0,0,1,0,0,0,1,0,0,0
interested,0,0,1,0,0,0,1,1,0,0,1
interior,0,0,1,0,0,0,1,0,0,1,1
interment,0,0,0,0,0,1,0,1,0,0,-1
interminable,1,1,0,0,0,1,1,0,0,0,0
interrupt,1,0,0,0,0,1,0,0,1,0,-1
interrupted,0,0,0,0,0,1,0,1,0,0,-1
intervention,0,0,0,0,0,1,1,1,0,0,0
intimate,0,1,0,0,1,0,1,0,0,1,1
intimately,0,1,0,1,1,0,0,0,0,0,0
intimidate,0,0,0,1,0,1,0,0,0,0,-1
intimidation,1,0,0,1,0,1,0,0,0,0,-1
intolerable,1,0,0,0,0,1,0,0,0,0,-1
intolerance,1,0,1,1,0,1,0,0,0,0,-1
intolerant,1,0,1,1,0,1,0,1,0,0,-1
intoxicated,0,0,1,0,0,1,0,0,0,0,-1
intractable,1,0,0,0,0,1,0,0,0,0,-1
intrigue,0,1,0,1,0,1,0,0,1,0,-1
intruder,1,0,0,1,0,1,0,0,1,0,-1
intrusion,0,0,0,1,0,1,0,0,0,0,-1
intrusive,1,0,1,1,0,1,0,0,1,0,-1
intuition,0,0,0,0,0,0,1,0,0,1,1
invade,1,0,0,1,0,1,0,1,1,0,-1
invader,1,0,0,1,0,1,0,1,0,0,-1
invasion,1,0,0,0,0,1,0,0,0,0,-1
invitation,0,1,0,0,0,0,1,0,0,0,1
invite,0,1,0,0,1,0,1,0,1,1,1
inviting,0,1,0,0,1,0,1,0,1,1,1
invocation,0,1,0,0,0,0,0,0,0,1,0
involution,1,0,0,0,0,1,0,0,0,0,-1
irate,1,0,0,0,0,1,0,0,0,0,-1
ire,1,0,0,0,0,1,0,0,0,0,-1
iron,0,0,0,0,0,0,1,0,0,1,1
irrational,0,0,1,1,0,1,0,0,0,0,-1
irreconcilable,1,0,0,1,0,1,0,1,0,0,-1
irrefutable,0,0,0,0,0,0,1,0,0,1,1
irreparable,0,0,0,1,0,1,0,1,0,0,-1
irritability,1,0,0,0,0,1,0,0,0,0,-1
irritable,1,0,0,0,0,1,0,0,0,0,-1
irritating,1,0,1,0,0,1,0,0,0,0,-1
irritation,1,0,1,0,0,1,0,1,0,0,-1
isolated,0,0,0,1,0,1,0,1,0,0,-1
isolation,0,0,0,0,0,1,0,1,0,0,-1
jackpot,0,1,0,0,1,0,1,0,1,0,1
jail,0,0,0,1,0,1,0,1,0,0,-1
jarring,0,0,0,1,0,1,0,1,0,0,-1
jaundice,0,0,0,1,0,1,0,0,0,0,-1
jealous,1,0,1,0,0,1,0,0,0,0,-1
jealousy,1,0,1,1,0,1,0,1,0,0,-1
jeopardize,1,0,0,1,0,1,0,0,0,0,-1
jeopardy,0,1,0,1,0,1,0,0,0,0,-1
jerk,1,0,0,0,0,0,0,0,1,0,0
jest,0,0,0,0,1,0,1,0,1,0,1
john,0,0,1,0,0,1,0,0,0,0,-1
joker,0,0,0,0,1,0,1,0,1,0,1
journey,0,1,0,1,1,0,1,0,0,0,1
jovial,0,0,0,0,1,0,1,0,0,0,1
joy,0,0,0,0,1,0,1,0,0,0,1
joyful,0,0,0,0,1,0,1,0,0,1,1
joyous,0,0,0,0,1,0,1,0,0,0,1
jubilant,0,0,0,0,1,0,1,0,1,1,1
jubilee,0,0,0,0,1,0,1,0,1,0,1
judicial,0,1,0,0,0,0,1,0,0,1,1
judiciary,0,1,0,0,0,0,0,0,0,1,0
judicious,0,0,0,0,0,0,1,0,0,1,1
jump,0,0,0,0,1,0,1,0,0,0,1
justice,0,0,0,0,0,0,1,0,0,1,1
justifiable,0,0,0,0,0,0,1,0,0,1,1
khan,0,0,0,1,0,0,0,0,0,1,0
kick,1,0,0,0,0,1,0,0,0,0,-1
kidnap,1,0,0,1,0,1,0,1,1,0,-1
kill,0,0,0,1,0,1,0,1,0,0,-1
killing,1,0,0,1,0,1,0,1,0,0,-1
kind,0,0,0,0,1,0,1,0,0,1,1
kindred,0,1,0,0,1,0,1,0,0,1,1
kiss,0,1,0,0,1,0,1,0,1,0,1
kite,0,0,1,0,0,1,0,0,0,0,-1
kitten,0,0,0,0,1,0,1,0,0,1,1
knell,0,0,0,1,0,1,0,1,0,0,-1
kudos,0,0,0,0,1,0,1,0,0,0,1
labor,0,1,0,0,1,0,1,0,1,1,1
labored,0,0,0,0,0,1,0,1,0,0,-1
labyrinth,0,1,0,0,0,1,0,0,0,0,-1
lace,1,0,0,1,0,1,1,1,0,1,0
lagging,1,1,1,0,0,1,0,1,0,0,-1
lamb,0,0,0,0,1,0,1,0,0,1,1
lament,0,0,1,1,0,1,0,1,0,0,-1
landslide,0,0,0,1,0,1,0,1,0,0,-1
languishing,0,0,0,1,0,1,0,1,0,0,-1
larceny,0,0,1,0,0,1,0,0,0,0,-1
larger,0,0,1,0,0,0,0,0,1,1,0
laser,0,0,0,0,0,0,1,0,0,1,1
lash,1,0,0,1,0,1,0,0,0,0,-1
late,0,0,0,0,0,1,0,1,0,0,-1
latent,1,1,1,0,0,1,0,0,1,0,-1
latrines,0,0,1,0,0,1,0,0,0,0,-1
laugh,0,0,0,0,1,0,1,0,1,0,1
laughable,0,0,1,0,0,1,0,0,0,0,-1
laughing,0,0,0,0,1,0,1,0,0,0,1
laughter,0,1,0,0,1,0,1,0,1,0,1
launch,0,1,0,0,0,0,1,0,0,0,1
laureate,0,0,0,0,0,0,1,0,0,1,1
laurels,0,0,0,0,1,0,1,0,0,0,1
lava,1,0,0,1,0,1,0,0,0,0,-1
lawful,0,0,0,0,0,0,1,0,0,1,1
lawlessness,1,0,0,1,0,1,0,0,0,0,-1
lawsuit,1,0,1,1,0,1,0,1,1,0,-1
lawyer,1,0,1,1,0,1,0,0,0,0,-1
lax,0,0,0,0,0,1,0,1,0,0,-1
laxative,0,0,1,1,0,1,0,0,0,0,-1
leader,0,0,0,0,0,0,1,0,0,1,1
leave,0,0,0,0,0,1,0,1,1,0,-1
leeches,0,0,1,1,0,1,0,0,0,0,-1
leer,0,0,1,0,0,1,0,0,0,0,-1
legal,0,0,0,0,0,0,1,0,0,1,1
legalized,1,0,0,1,1,0,1,0,0,1,1
leisure,0,1,0,0,1,0,1,0,1,1,1
lemon,0,0,1,0,0,1,0,0,0,0,-1
leprosy,0,0,1,1,0,1,0,1,0,0,-1
lesbian,0,0,1,0,0,1,0,1,0,0,-1
lessen,0,1,0,0,0,1,0,0,0,0,-1
lesser,0,0,1,0,0,1,0,0,0,0,-1
lesson,0,1,0,0,0,0,1,0,0,1,1
lethal,0,0,1,1,0,1,0,1,0,0,-1
lethargy,0,0,0,0,0,1,0,1,0,0,-1
lettered,0,1,0,0,0,0,1,0,0,1,1
leukemia,1,0,0,1,0,1,0,1,0,0,-1
level,0,0,0,0,0,0,1,0,0,1,1
lewd,0,0,1,0,0,1,0,0,0,0,-1
liar,0,0,1,0,0,1,0,0,0,0,-1
libel,1,0,0,1,0,1,0,0,0,1,-1
liberal,0,0,0,0,0,1,1,0,0,0,0
liberate,1,1,0,0,1,0,1,0,1,1,1
liberation,0,1,0,0,1,0,1,0,1,0,1
liberty,0,1,0,0,1,0,1,0,1,1,1
lick,0,0,1,0,0,1,0,0,0,0,-1
lie,1,0,1,0,0,1,0,1,0,0,-1
lifeless,0,0,0,1,0,1,0,1,0,0,-1
lightning,1,0,0,1,0,0,0,0,1,0,0
liking,0,0,0,0,1,0,1,0,0,1,1
limited,1,0,0,0,0,1,0,1,0,0,-1
linguist,0,0,0,0,0,0,1,0,0,1,1
lion,0,0,0,1,0,0,1,0,0,0,1
liquor,1,0,0,0,1,1,0,1,0,0,-1
listless,0,0,0,0,0,1,0,1,0,0,-1
litigate,1,1,1,1,0,1,0,1,0,0,-1
litigious,1,0,1,0,0,1,0,0,0,0,-1
livid,1,0,1,0,0,1,0,0,0,0,-1
loath,1,0,0,0,0,1,0,0,0,0,-1
loathe,1,0,1,0,0,1,0,0,0,0,-1
loathing,0,0,1,0,0,1,0,0,0,0,-1
loathsome,1,0,1,0,0,1,0,0,0,0,-1
lockup,0,0,0,1,0,1,0,1,0,0,-1
locust,0,0,0,1,0,1,0,0,0,0,-1
loneliness,0,0,0,1,0,1,0,1,0,0,-1
lonely,1,0,1,1,0,1,0,1,0,0,-1
lonesome,0,0,0,0,0,1,0,1,0,0,-1
longing,0,1,0,0,0,0,0,1,0,0,0
loo,0,0,1,0,0,1,0,0,0,0,-1
loom,0,1,0,1,0,1,0,0,0,0,-1
loon,0,0,1,0,0,1,0,0,0,0,-1
lord,0,0,1,0,0,1,1,0,0,1,0
lose,1,0,1,1,0,1,0,1,1,0,-1
losing,1,0,0,0,0,1,0,1,0,0,-1
loss,1,0,0,1,0,1,0,1,0,0,-1
lost,0,0,0,0,0,1,0,1,0,0,-1
loudness,1,0,0,0,0,1,0,0,0,0,-1
louse,0,0,1,0,0,1,0,0,0,0,-1
lovable,0,0,0,0,1,0,1,0,0,1,1
love,0,0,0,0,1,0,1,0,0,0,1
lovely,0,1,0,0,1,0,1,1,1,1,1
lovemaking,0,0,0,0,1,0,1,0,0,1,1
lover,0,1,0,0,1,0,1,0,0,1,1
loving,0,0,0,0,1,0,1,0,0,1,1
lower,0,0,0,0,0,1,0,1,0,0,-1
lowest,0,0,0,0,0,1,0,1,0,0,-1
lowly,0,0,0,0,0,1,0,1,0,0,-1
loyal,0,0,0,1,1,0,1,0,1,1,1
loyalty,0,0,0,0,0,0,1,0,0,1,1
luck,0,1,0,0,1,0,1,0,1,0,1
lucky,0,0,0,0,1,0,1,0,1,0,1
lumpy,0,0,1,0,0,1,0,0,0,0,-1
