term_str,n,pos_max,pos_group,df,dfidf
plumped,3,VBD,VB,3,20.21089678249862
grouped,3,VBN,VB,3,20.21089678249862
indiscreet,3,NN,NN,3,20.21089678249862
utaldo,3,NNP,NN,1,8.321928094887362
incriminating,3,JJ,JJ,3,20.21089678249862
cipher,3,NN,NN,2,14.643856189774725
embroidered,3,NN,NN,2,14.643856189774725
chivalric,3,JJ,JJ,2,14.643856189774725
bump,3,NN,NN,3,20.21089678249862
submarine,3,NN,NN,2,14.643856189774725
pond,3,NN,NN,3,20.21089678249862
herring,3,NN,NN,3,20.21089678249862
painters,3,NN,NN,3,20.21089678249862
restores,3,VBZ,VB,3,20.21089678249862
idolatry,3,NN,NN,2,14.643856189774725
ingratiate,3,VB,VB,2,14.643856189774725
nineteen,3,JJ,JJ,3,20.21089678249862
belovd,3,NN,NN,2,14.643856189774725
lenity,3,NN,NN,2,14.643856189774725
debauchery,3,NN,NN,3,20.21089678249862
impurity,3,NN,NN,1,8.321928094887362
supplicate,3,VBP,VB,3,20.21089678249862
relinquishing,3,VBG,VB,3,20.21089678249862
trumped,3,VBN,VB,3,20.21089678249862
infants,3,NNP,NN,3,20.21089678249862
teapot,3,NN,NN,3,20.21089678249862
londoners,3,NNP,NN,3,20.21089678249862
mitigate,3,VB,VB,2,14.643856189774725
disuse,3,NN,NN,3,20.21089678249862
revival,3,NN,NN,3,20.21089678249862
fountains,3,NNS,NN,2,14.643856189774725
cypresses,3,NNS,NN,2,14.643856189774725
liner,3,NN,NN,1,8.321928094887362
friuli,3,NNP,NN,2,14.643856189774725
historical,3,JJ,JJ,3,20.21089678249862
dossorio,3,NN,NN,2,14.643856189774725
potency,3,NN,NN,3,20.21089678249862
tritons,3,NNS,NN,1,8.321928094887362
thronging,3,VBG,VB,2,14.643856189774725
unfamiliar,3,JJ,JJ,3,20.21089678249862
moors,3,NN,NN,3,20.21089678249862
ariosto,3,NNP,NN,3,20.21089678249862
minstrels,3,JJ,JJ,3,20.21089678249862
organs,3,NN,NN,3,20.21089678249862
idiots,3,VBZ,VB,3,20.21089678249862
bleat,3,NN,NN,3,20.21089678249862
impure,3,NN,NN,3,20.21089678249862
jeweller,3,NN,NN,3,20.21089678249862
disembarked,3,JJ,JJ,3,20.21089678249862
oracle,3,NN,NN,3,20.21089678249862
idiosyncrasy,3,NN,NN,2,14.643856189774725
advertising,3,NN,NN,3,20.21089678249862
alien,3,JJ,JJ,3,20.21089678249862
silks,3,NNS,NN,3,20.21089678249862
olive,3,JJ,JJ,3,20.21089678249862
reservation,3,NN,NN,3,20.21089678249862
adjured,3,VBD,VB,3,20.21089678249862
invariable,3,JJ,JJ,3,20.21089678249862
spilt,3,JJ,JJ,3,20.21089678249862
sorcerers,3,NNP,NN,3,20.21089678249862
subordinate,3,NN,NN,3,20.21089678249862
resenting,3,VBG,VB,3,20.21089678249862
scythe,3,NN,NN,3,20.21089678249862
inflame,3,VB,VB,3,20.21089678249862
deplore,3,VB,VB,3,20.21089678249862
bearers,3,NNS,NN,3,20.21089678249862
monkish,3,JJ,JJ,3,20.21089678249862
botanizing,3,NN,NN,3,20.21089678249862
harangue,3,NN,NN,3,20.21089678249862
willingness,3,NN,NN,3,20.21089678249862
disagree,3,VB,VB,3,20.21089678249862
languish,3,VB,VB,3,20.21089678249862
listener,3,NN,NN,3,20.21089678249862
unwarily,3,RB,RB,3,20.21089678249862
mariana,3,NNP,NN,2,14.643856189774725
colonnade,3,NN,NN,3,20.21089678249862
russians,3,NNP,NN,2,14.643856189774725
susceptibility,3,NN,NN,3,20.21089678249862
unfolding,3,NN,NN,3,20.21089678249862
insecure,3,NN,NN,3,20.21089678249862
mourners,3,NNS,NN,3,20.21089678249862
pestilential,3,JJ,JJ,2,14.643856189774725
debonnaire,3,NN,NN,3,20.21089678249862
dire,3,JJ,JJ,3,20.21089678249862
reassuring,3,NN,NN,3,20.21089678249862
descendant,3,NN,NN,3,20.21089678249862
revolt,3,VB,VB,3,20.21089678249862
receiver,3,NN,NN,3,20.21089678249862
fingered,3,VBD,VB,3,20.21089678249862
preferable,3,JJ,JJ,3,20.21089678249862
dispelling,3,VBG,VB,3,20.21089678249862
forthcoming,3,VBG,VB,3,20.21089678249862
virginias,3,NNP,NN,1,8.321928094887362
consumption,3,NN,NN,2,14.643856189774725
intimated,3,VBD,VB,3,20.21089678249862
prudently,3,RB,RB,3,20.21089678249862
concave,3,NN,NN,3,20.21089678249862
reanimated,3,VBD,VB,3,20.21089678249862
striding,3,VBG,VB,3,20.21089678249862
miracles,3,NN,NN,2,14.643856189774725
sported,3,VBD,VB,3,20.21089678249862
thro,3,NN,NN,2,14.643856189774725
enchant,3,VB,VB,3,20.21089678249862
whirls,3,VBZ,VB,3,20.21089678249862
eradicate,3,VB,VB,3,20.21089678249862
decently,3,RB,RB,3,20.21089678249862
trait,3,NN,NN,3,20.21089678249862
intermingled,3,JJ,JJ,3,20.21089678249862
easterly,3,JJ,JJ,3,20.21089678249862
adorns,3,VBZ,VB,2,14.643856189774725
timorous,3,JJ,JJ,3,20.21089678249862
lombardy,3,NNP,NN,3,20.21089678249862
foiled,3,JJ,JJ,3,20.21089678249862
gonzalez,3,NNP,NN,1,8.321928094887362
tranquillize,3,VB,VB,3,20.21089678249862
badge,3,NN,NN,2,14.643856189774725
juice,3,NN,NN,2,14.643856189774725
soporific,3,NN,NN,2,14.643856189774725
expend,3,VBP,VB,3,20.21089678249862
thereabout,3,NN,NN,3,20.21089678249862
collation,3,NN,NN,3,20.21089678249862
turbulence,3,NN,NN,3,20.21089678249862
polishing,3,VBG,VB,3,20.21089678249862
tenanted,3,VBN,VB,2,14.643856189774725
bracelet,3,NN,NN,1,8.321928094887362
palpitated,3,VBN,VB,3,20.21089678249862
excelled,3,NN,NN,3,20.21089678249862
debarred,3,VBN,VB,3,20.21089678249862
pencilled,3,JJ,JJ,2,14.643856189774725
ripen,3,VB,VB,3,20.21089678249862
partizans,3,NNS,NN,2,14.643856189774725
dampness,3,NN,NN,3,20.21089678249862
purify,3,VB,VB,3,20.21089678249862
subterranean,3,JJ,JJ,3,20.21089678249862
vapor,3,NN,NN,2,14.643856189774725
partaking,3,VBG,VB,3,20.21089678249862
weighty,3,JJ,JJ,3,20.21089678249862
procedure,3,NN,NN,3,20.21089678249862
torturer,3,NN,NN,3,20.21089678249862
feiner,3,NNP,NN,1,8.321928094887362
ushers,3,NNP,NN,1,8.321928094887362
sinn,3,NNP,NN,1,8.321928094887362
password,3,NN,NN,2,14.643856189774725
endurable,3,JJ,JJ,3,20.21089678249862
indefinitely,3,NN,NN,3,20.21089678249862
waltzers,3,NNS,NN,1,8.321928094887362
conceptions,3,NNS,NN,3,20.21089678249862
phantasm,3,NN,NN,2,14.643856189774725
tripods,3,NN,NN,2,14.643856189774725
drapery,3,NN,NN,3,20.21089678249862
vitality,3,NN,NN,3,20.21089678249862
armorial,3,JJ,JJ,3,20.21089678249862
closest,3,JJS,JJ,3,20.21089678249862
mummer,3,NN,NN,1,8.321928094887362
scrutinizing,3,VBG,VB,3,20.21089678249862
cerements,3,NNS,NN,3,20.21089678249862
appellation,3,NN,NN,2,14.643856189774725
sternest,3,JJS,JJ,2,14.643856189774725
equivocal,3,JJ,JJ,2,14.643856189774725
dreariness,3,NN,NN,3,20.21089678249862
stems,3,VBZ,VB,3,20.21089678249862
sojourn,3,NN,NN,3,20.21089678249862
toledo,3,NNP,NN,1,8.321928094887362
vi,3,NN,NN,3,20.21089678249862
confronting,3,VBG,VB,3,20.21089678249862
whirlwind,3,NN,NN,2,14.643856189774725
chastisement,3,NN,NN,2,14.643856189774725
begotten,3,NN,NN,3,20.21089678249862
via,3,IN,IN,3,20.21089678249862
sibilant,3,JJ,JJ,2,14.643856189774725
protracted,3,JJ,JJ,3,20.21089678249862
camillas,3,NNP,NN,1,8.321928094887362
reprimanded,3,VBD,VB,3,20.21089678249862
reverberated,3,VBN,VB,3,20.21089678249862
fates,3,NN,NN,3,20.21089678249862
abundant,3,JJ,JJ,3,20.21089678249862
exhorted,3,VBD,VB,3,20.21089678249862
phenomena,3,NN,NN,3,20.21089678249862
cordials,3,NN,NN,3,20.21089678249862
harkened,3,VBD,VB,1,8.321928094887362
arousing,3,VBG,VB,1,8.321928094887362
solemnized,3,VBN,VB,3,20.21089678249862
maturity,3,NN,NN,3,20.21089678249862
whet,3,VB,VB,3,20.21089678249862
nests,3,NNS,NN,3,20.21089678249862
sheathed,3,VBN,VB,3,20.21089678249862
maimed,3,VBN,VB,3,20.21089678249862
gingerly,3,RB,RB,3,20.21089678249862
realization,3,NN,NN,3,20.21089678249862
unbound,3,NN,NN,2,14.643856189774725
restive,3,JJ,JJ,3,20.21089678249862
mill,3,NNP,NN,3,20.21089678249862
exaggeration,3,NN,NN,3,20.21089678249862
fibre,3,NN,NN,2,14.643856189774725
vizor,3,NN,NN,2,14.643856189774725
palestine,3,NNP,NN,3,20.21089678249862
bowr,3,NN,NN,2,14.643856189774725
juniper,3,NN,NN,3,20.21089678249862
transgression,3,NN,NN,2,14.643856189774725
wagged,3,VBD,VB,3,20.21089678249862
maynt,3,NN,NN,3,20.21089678249862
gimlet,3,NN,NN,2,14.643856189774725
ethereal,3,JJ,JJ,3,20.21089678249862
zero,3,NN,NN,3,20.21089678249862
mitigation,3,NN,NN,3,20.21089678249862
complicates,3,VBZ,VB,3,20.21089678249862
perpendicularly,3,RB,RB,3,20.21089678249862
undeserving,3,JJ,JJ,3,20.21089678249862
glutted,3,VBN,VB,3,20.21089678249862
indigo,3,JJ,JJ,2,14.643856189774725
deigned,3,VBD,VB,3,20.21089678249862
disdainful,3,NN,NN,3,20.21089678249862
fatiguing,3,JJ,JJ,2,14.643856189774725
enhanced,3,VBN,VB,3,20.21089678249862
petitioner,3,NNP,NN,1,8.321928094887362
illuminate,3,VB,VB,3,20.21089678249862
infused,3,VBD,VB,3,20.21089678249862
edgar,3,NNP,NN,2,14.643856189774725
undeniably,3,RB,RB,3,20.21089678249862
spaniards,3,NN,NN,3,20.21089678249862
montigny,3,NNP,NN,1,8.321928094887362
willow,3,NN,NN,3,20.21089678249862
antichamber,3,NNP,NN,3,20.21089678249862
department,3,NN,NN,3,20.21089678249862
kindle,3,VB,VB,3,20.21089678249862
healths,3,NNS,NN,3,20.21089678249862
rosolia,3,NNP,NN,2,14.643856189774725
appetites,3,NN,NN,3,20.21089678249862
satiety,3,NN,NN,2,14.643856189774725
resurrection,3,NN,NN,2,14.643856189774725
discontinue,3,VB,VB,3,20.21089678249862
fades,3,NNS,NN,2,14.643856189774725
criminology,3,NN,NN,3,20.21089678249862
matin,3,NN,NN,3,20.21089678249862
beattie,3,NN,NN,3,20.21089678249862
mead,3,NN,NN,2,14.643856189774725
reposes,3,VBZ,VB,3,20.21089678249862
orient,3,NN,NN,3,20.21089678249862
flute,3,NN,NN,3,20.21089678249862
marquiss,3,NNP,NN,3,20.21089678249862
confiding,3,VBG,VB,2,14.643856189774725
stationers,3,NN,NN,2,14.643856189774725
tamborine,3,NN,NN,3,20.21089678249862
gloominess,3,NN,NN,3,20.21089678249862
doting,3,NN,NN,3,20.21089678249862
infatuated,3,JJ,JJ,3,20.21089678249862
leucate,3,NNP,NN,1,8.321928094887362
medinas,3,NNP,NN,2,14.643856189774725
whereever,3,IN,IN,3,20.21089678249862
execration,3,NN,NN,3,20.21089678249862
poems,3,NN,NN,3,20.21089678249862
stepanov,3,NNP,NN,1,8.321928094887362
vastness,3,NN,NN,3,20.21089678249862
wafts,3,NNS,NN,3,20.21089678249862
goats,3,NNS,NN,3,20.21089678249862
chaunting,3,VBG,VB,3,20.21089678249862
climes,3,NN,NN,3,20.21089678249862
shews,3,VBZ,VB,3,20.21089678249862
tasks,3,NNS,NN,3,20.21089678249862
rig,3,NN,NN,3,20.21089678249862
corded,3,VBN,VB,3,20.21089678249862
decreed,3,VBN,VB,3,20.21089678249862
exalt,3,VB,VB,3,20.21089678249862
elves,3,NNS,NN,3,20.21089678249862
adjoined,3,VBD,VB,2,14.643856189774725
spright,3,NN,NN,2,14.643856189774725
ok,3,NNP,NN,2,14.643856189774725
genevieve,3,NNP,NN,2,14.643856189774725
ursulas,3,NNP,NN,2,14.643856189774725
ruggedness,3,NN,NN,3,20.21089678249862
shadowing,3,VBG,VB,3,20.21089678249862
guitars,3,NNP,NN,3,20.21089678249862
lutes,3,NN,NN,3,20.21089678249862
oughtnt,3,VBP,VB,3,20.21089678249862
serenade,3,NN,NN,3,20.21089678249862
rape,3,NN,NN,2,14.643856189774725
condole,3,VB,VB,3,20.21089678249862
indulgences,3,NNS,NN,3,20.21089678249862
incorrect,3,JJ,JJ,3,20.21089678249862
brutes,3,NNS,NN,3,20.21089678249862
hypocrites,3,NNP,NN,3,20.21089678249862
sued,3,VBN,VB,3,20.21089678249862
flowr,3,NN,NN,2,14.643856189774725
praising,3,VBG,VB,3,20.21089678249862
tighter,3,JJ,JJ,3,20.21089678249862
subscribe,3,VB,VB,3,20.21089678249862
rysdale,3,NNP,NN,1,8.321928094887362
tabor,3,NN,NN,2,14.643856189774725
strides,3,NN,NN,3,20.21089678249862
insults,3,NNS,NN,3,20.21089678249862
forsakes,3,NNS,NN,3,20.21089678249862
evning,3,VBG,VB,3,20.21089678249862
assorted,3,JJ,JJ,3,20.21089678249862
imps,3,NNP,NN,2,14.643856189774725
salutation,3,NN,NN,3,20.21089678249862
witchcraft,3,NN,NN,2,14.643856189774725
thyme,3,NN,NN,3,20.21089678249862
profusely,3,RB,RB,3,20.21089678249862
borough,3,NNP,NN,3,20.21089678249862
habitations,3,NNS,NN,3,20.21089678249862
ingenuousness,3,NN,NN,3,20.21089678249862
vicissitude,3,NN,NN,3,20.21089678249862
expand,3,VB,VB,3,20.21089678249862
greedily,3,RB,RB,3,20.21089678249862
repulse,3,NN,NN,2,14.643856189774725
homer,3,NNP,NN,3,20.21089678249862
scarcity,3,NN,NN,3,20.21089678249862
slips,3,NN,NN,3,20.21089678249862
ditties,3,NNS,NN,3,20.21089678249862
incantations,3,NN,NN,2,14.643856189774725
attested,3,VBD,VB,3,20.21089678249862
steak,3,NN,NN,3,20.21089678249862
scoffing,3,VBG,VB,2,14.643856189774725
exiled,3,VBN,VB,3,20.21089678249862
constantinople,3,NNP,NN,2,14.643856189774725
enumerating,3,VBG,VB,3,20.21089678249862
activities,3,NN,NN,3,20.21089678249862
skulls,3,NNP,NN,3,20.21089678249862
mountaineer,3,NN,NN,2,14.643856189774725
vivacious,3,JJ,JJ,2,14.643856189774725
facilitated,3,VBN,VB,3,20.21089678249862
recounting,3,VBG,VB,3,20.21089678249862
flagging,3,JJ,JJ,3,20.21089678249862
tumults,3,NN,NN,3,20.21089678249862
soothd,3,NN,NN,3,20.21089678249862
umbrage,3,NN,NN,3,20.21089678249862
elms,3,NN,NN,3,20.21089678249862
cecilia,3,NNP,NN,2,14.643856189774725
sixes,3,NNS,NN,1,8.321928094887362
menu,3,NN,NN,3,20.21089678249862
edited,3,VBN,VB,1,8.321928094887362
liveliest,3,JJS,JJ,3,20.21089678249862
delighting,3,VBG,VB,3,20.21089678249862
slackened,3,VBD,VB,3,20.21089678249862
præternatural,3,JJ,JJ,1,8.321928094887362
updated,3,VBN,VB,3,20.21089678249862
frivolity,3,NN,NN,3,20.21089678249862
legitimate,3,JJ,JJ,1,8.321928094887362
evinced,3,VBD,VB,3,20.21089678249862
feint,3,NN,NN,3,20.21089678249862
erroneously,3,RB,RB,3,20.21089678249862
adjust,3,VB,VB,3,20.21089678249862
analytic,3,JJ,JJ,1,8.321928094887362
lambs,3,NN,NN,3,20.21089678249862
communion,3,NN,NN,3,20.21089678249862
enkindled,3,JJ,JJ,3,20.21089678249862
tapers,3,NN,NN,3,20.21089678249862
clutch,3,NN,NN,3,20.21089678249862
ideality,3,NN,NN,2,14.643856189774725
unmanned,3,JJ,JJ,3,20.21089678249862
stereotomy,3,NNP,NN,1,8.321928094887362
causeway,3,NN,NN,2,14.643856189774725
undergoing,3,VBG,VB,3,20.21089678249862
affectedly,3,RB,RB,3,20.21089678249862
tackled,3,VBD,VB,3,20.21089678249862
foulness,3,NN,NN,2,14.643856189774725
roch,3,NNP,NN,1,8.321928094887362
strap,3,NN,NN,3,20.21089678249862
disbelieved,3,VBD,VB,2,14.643856189774725
canopied,3,JJ,JJ,3,20.21089678249862
supplying,3,VBG,VB,3,20.21089678249862
neighbor,3,NN,NN,2,14.643856189774725
invoked,3,JJ,JJ,3,20.21089678249862
abounding,3,VBG,VB,3,20.21089678249862
tampered,3,VBN,VB,3,20.21089678249862
shirts,3,NN,NN,3,20.21089678249862
damped,3,VBD,VB,3,20.21089678249862
laudable,3,JJ,JJ,3,20.21089678249862
despoiled,3,VBD,VB,3,20.21089678249862
basely,3,RB,RB,3,20.21089678249862
uninterruptedly,3,JJ,JJ,3,20.21089678249862
patrons,3,NN,NN,2,14.643856189774725
brutally,3,RB,RB,3,20.21089678249862
mennais,3,NNP,NN,1,8.321928094887362
bargeman,3,NN,NN,1,8.321928094887362
amour,3,NN,NN,2,14.643856189774725
spontaneous,3,JJ,JJ,3,20.21089678249862
appliances,3,NNS,NN,3,20.21089678249862
dependents,3,NN,NN,3,20.21089678249862
pollution,3,NN,NN,3,20.21089678249862
counterfeit,3,VB,VB,3,20.21089678249862
butted,3,VBD,VB,3,20.21089678249862
operating,3,NN,NN,3,20.21089678249862
ruminating,3,VBG,VB,2,14.643856189774725
demonstrate,3,VB,VB,2,14.643856189774725
bewilder,3,NN,NN,3,20.21089678249862
obeisance,3,NN,NN,3,20.21089678249862
à,3,NNP,NN,3,20.21089678249862
multiplying,3,VBG,VB,3,20.21089678249862
shallow,3,JJ,JJ,3,20.21089678249862
weeps,3,NN,NN,3,20.21089678249862
anecdote,3,NN,NN,3,20.21089678249862
fling,3,VBG,VB,2,14.643856189774725
indentations,3,NNS,NN,1,8.321928094887362
croaking,3,VBG,VB,3,20.21089678249862
heroism,3,NN,NN,3,20.21089678249862
chucked,3,VBD,VB,2,14.643856189774725
soberly,3,RB,RB,3,20.21089678249862
chickens,3,NNP,NN,3,20.21089678249862
vicissitudes,3,NNS,NN,3,20.21089678249862
eventful,3,JJ,JJ,3,20.21089678249862
ditty,3,NN,NN,3,20.21089678249862
bevys,3,NNP,NN,1,8.321928094887362
beetle,3,NN,NN,3,20.21089678249862
sufferance,3,NN,NN,3,20.21089678249862
profile,3,NN,NN,3,20.21089678249862
furtherance,3,NN,NN,3,20.21089678249862
uninformed,3,VBN,VB,3,20.21089678249862
fulness,3,NN,NN,3,20.21089678249862
revolutionists,3,NN,NN,3,20.21089678249862
deprecating,3,VBG,VB,3,20.21089678249862
saracens,3,NNP,NN,3,20.21089678249862
ballroom,3,NN,NN,3,20.21089678249862
adduce,3,VB,VB,3,20.21089678249862
skinners,3,NNPS,NN,2,14.643856189774725
resembles,3,VBZ,VB,3,20.21089678249862
rapturous,3,JJ,JJ,3,20.21089678249862
negligent,3,JJ,JJ,3,20.21089678249862
sprigged,3,JJ,JJ,3,20.21089678249862
recommenced,3,VBD,VB,3,20.21089678249862
cricket,3,NN,NN,2,14.643856189774725
authorized,3,VBD,VB,3,20.21089678249862
parading,3,VBG,VB,3,20.21089678249862
systems,3,NNS,NN,3,20.21089678249862
goddess,3,NNP,NN,3,20.21089678249862
minding,3,VBG,VB,3,20.21089678249862
syllabification,3,NN,NN,1,8.321928094887362
arizona,3,NNP,NN,2,14.643856189774725
wailing,3,NN,NN,2,14.643856189774725
laundress,3,NN,NN,2,14.643856189774725
frets,3,NNS,NN,3,20.21089678249862
therell,3,JJ,JJ,2,14.643856189774725
etienne,3,NNP,NN,1,8.321928094887362
criminate,3,VB,VB,3,20.21089678249862
perplex,3,VBP,VB,3,20.21089678249862
venus,3,NNP,NN,3,20.21089678249862
hallooed,3,VBD,VB,3,20.21089678249862
encounters,3,JJ,JJ,1,8.321928094887362
mutilation,3,NN,NN,3,20.21089678249862
maligned,3,NN,NN,3,20.21089678249862
engendered,3,VBN,VB,3,20.21089678249862
butlers,3,JJ,JJ,3,20.21089678249862
superhuman,3,NN,NN,3,20.21089678249862
pointedly,3,RB,RB,3,20.21089678249862
escorting,3,VBG,VB,3,20.21089678249862
descriptive,3,JJ,JJ,3,20.21089678249862
propensities,3,NNS,NN,3,20.21089678249862
muscular,3,JJ,JJ,2,14.643856189774725
antidote,3,NN,NN,3,20.21089678249862
unpack,3,VB,VB,3,20.21089678249862
infect,3,VB,VB,2,14.643856189774725
blasts,3,NNS,NN,3,20.21089678249862
actionable,3,IN,IN,2,14.643856189774725
discourage,3,VB,VB,3,20.21089678249862
temerity,3,NN,NN,2,14.643856189774725
maximum,3,JJ,JJ,3,20.21089678249862
attaining,3,VBG,VB,2,14.643856189774725
rigorous,3,JJ,JJ,3,20.21089678249862
split,3,NN,NN,2,14.643856189774725
gnashing,3,VBG,VB,3,20.21089678249862
hauled,3,VBN,VB,2,14.643856189774725
petersburgh,3,NNP,NN,1,8.321928094887362
hatchway,3,NN,NN,2,14.643856189774725
rustled,3,VBD,VB,3,20.21089678249862
dislikes,3,NN,NN,3,20.21089678249862
intuitive,3,JJ,JJ,3,20.21089678249862
international,3,NNP,NN,3,20.21089678249862
boisterously,3,JJ,JJ,2,14.643856189774725
annuity,3,NN,NN,3,20.21089678249862
unfitted,3,VBD,VB,3,20.21089678249862
abelwhite,3,NNP,NN,1,8.321928094887362
jackals,3,NNS,NN,3,20.21089678249862
sepoys,3,NNP,NN,1,8.321928094887362
battery,3,NN,NN,3,20.21089678249862
deceiver,3,NN,NN,3,20.21089678249862
firelock,3,NN,NN,1,8.321928094887362
truck,3,NN,NN,3,20.21089678249862
hearken,3,NNP,NN,3,20.21089678249862
notifies,3,VBZ,VB,3,20.21089678249862
ambitions,3,NNS,NN,3,20.21089678249862
colombiers,3,NNP,NN,1,8.321928094887362
favor,3,NN,NN,2,14.643856189774725
dividing,3,VBG,VB,3,20.21089678249862
interrogatively,3,JJ,JJ,3,20.21089678249862
twinge,3,NN,NN,3,20.21089678249862
harriet,3,NNP,NN,2,14.643856189774725
imperative,3,JJ,JJ,3,20.21089678249862
drugs,3,NN,NN,2,14.643856189774725
quarry,3,NN,NN,3,20.21089678249862
dishevelled,3,JJ,JJ,3,20.21089678249862
navigators,3,NNS,NN,3,20.21089678249862
inequalities,3,NNS,NN,3,20.21089678249862
lolling,3,VBG,VB,3,20.21089678249862
staves,3,NNS,NN,3,20.21089678249862
prodigy,3,NN,NN,3,20.21089678249862
maters,3,NN,NN,2,14.643856189774725
barrister,3,NN,NN,3,20.21089678249862
remarriage,3,NN,NN,2,14.643856189774725
bountiful,3,JJ,JJ,3,20.21089678249862
excitements,3,NNS,NN,3,20.21089678249862
burglary,3,NN,NN,2,14.643856189774725
convalescent,3,NNP,NN,2,14.643856189774725
depressing,3,JJ,JJ,3,20.21089678249862
friendships,3,NNS,NN,3,20.21089678249862
chafing,3,VBG,VB,3,20.21089678249862
marching,3,VBG,VB,3,20.21089678249862
originality,3,NN,NN,3,20.21089678249862
richmond,3,NNP,NN,2,14.643856189774725
dreamily,3,NN,NN,3,20.21089678249862
stanch,3,JJ,JJ,3,20.21089678249862
critically,3,VB,VB,3,20.21089678249862
barges,3,NNS,NN,1,8.321928094887362
stationary,3,JJ,JJ,3,20.21089678249862
dissolving,3,VBG,VB,3,20.21089678249862
sleek,3,JJ,JJ,3,20.21089678249862
bridges,3,NNS,NN,3,20.21089678249862
gilding,3,NN,NN,3,20.21089678249862
mathematics,3,FW,FW,3,20.21089678249862
famine,3,NN,NN,3,20.21089678249862
clanked,3,VBD,VB,3,20.21089678249862
shortened,3,JJ,JJ,3,20.21089678249862
und,3,NN,NN,2,14.643856189774725
adjustment,3,NN,NN,3,20.21089678249862
roget,3,NNP,NN,1,8.321928094887362
ostensible,3,JJ,JJ,3,20.21089678249862
almonds,3,NNS,NN,3,20.21089678249862
seagrave,3,NNP,NN,1,8.321928094887362
wert,3,IN,IN,2,14.643856189774725
notify,3,VB,VB,3,20.21089678249862
signet,3,NN,NN,3,20.21089678249862
ceremonial,3,NN,NN,3,20.21089678249862
ferry,3,NN,NN,2,14.643856189774725
plausibility,3,NN,NN,2,14.643856189774725
blackmail,3,NN,NN,2,14.643856189774725
unusualness,3,NN,NN,1,8.321928094887362
tumultuously,3,RB,RB,3,20.21089678249862
inditer,3,NN,NN,1,8.321928094887362
ratiocination,3,NN,NN,1,8.321928094887362
journals,3,NN,NN,1,8.321928094887362
endeavoring,3,VBG,VB,3,20.21089678249862
herein,3,NNP,NN,2,14.643856189774725
parte,3,NN,NN,2,14.643856189774725
moniteur,3,NNP,NN,1,8.321928094887362
emmas,3,NNP,NN,2,14.643856189774725
harclays,3,NNP,NN,3,20.21089678249862
goody,3,NNP,NN,1,8.321928094887362
supervision,3,NN,NN,3,20.21089678249862
reasoners,3,NN,NN,2,14.643856189774725
perversion,3,NN,NN,3,20.21089678249862
garter,3,NN,NN,1,8.321928094887362
contour,3,NN,NN,3,20.21089678249862
ratio,3,NN,NN,2,14.643856189774725
apathetic,3,JJ,JJ,3,20.21089678249862
waiters,3,NNS,NN,3,20.21089678249862
challenger,3,NN,NN,1,8.321928094887362
authentic,3,JJ,JJ,3,20.21089678249862
mondays,3,NNP,NN,3,20.21089678249862
meanest,3,JJS,JJ,3,20.21089678249862
cords,3,NNS,NN,2,14.643856189774725
calculus,3,NNP,NN,1,8.321928094887362
intreat,3,VB,VB,2,14.643856189774725
extorted,3,VBN,VB,3,20.21089678249862
faubourg,3,NNP,NN,2,14.643856189774725
bronze,3,NN,NN,2,14.643856189774725
germain,3,NNP,NN,2,14.643856189774725
tranquilly,3,RB,RB,3,20.21089678249862
dressmaker,3,NN,NN,3,20.21089678249862
palais,3,NNP,NN,2,14.643856189774725
agitations,3,NN,NN,2,14.643856189774725
quartier,3,NNP,NN,2,14.643856189774725
bolder,3,JJ,JJ,3,20.21089678249862
fooled,3,VBN,VB,3,20.21089678249862
frequency,3,NN,NN,3,20.21089678249862
atrocities,3,NNS,NN,3,20.21089678249862
aimless,3,NN,NN,3,20.21089678249862
rumor,3,NN,NN,3,20.21089678249862
visiter,3,NN,NN,2,14.643856189774725
disproved,3,JJ,JJ,1,8.321928094887362
solomon,3,NNP,NN,2,14.643856189774725
reopening,3,NN,NN,3,20.21089678249862
betrothed,3,JJ,JJ,2,14.643856189774725
cellular,3,JJ,JJ,1,8.321928094887362
excoriations,3,NNS,NN,2,14.643856189774725
chafed,3,JJ,JJ,3,20.21089678249862
presumptive,3,JJ,JJ,2,14.643856189774725
marriages,3,NNS,NN,3,20.21089678249862
obstructed,3,VBD,VB,3,20.21089678249862
cramped,3,JJ,JJ,3,20.21089678249862
emboldened,3,IN,IN,3,20.21089678249862
shyly,3,NN,NN,3,20.21089678249862
recurrence,3,NN,NN,3,20.21089678249862
contriver,3,NN,NN,3,20.21089678249862
laced,3,VBN,VB,3,20.21089678249862
philosophic,3,JJ,JJ,3,20.21089678249862
receptacle,3,NN,NN,3,20.21089678249862
representation,3,NN,NN,3,20.21089678249862
lulling,3,NN,NN,3,20.21089678249862
carousals,3,NNS,NN,2,14.643856189774725
derogatory,3,JJ,JJ,3,20.21089678249862
doubling,3,VBG,VB,3,20.21089678249862
evaded,3,VBD,VB,3,20.21089678249862
tempers,3,NNS,NN,3,20.21089678249862
fullness,3,NN,NN,3,20.21089678249862
accession,3,NN,NN,2,14.643856189774725
fresher,3,NN,NN,3,20.21089678249862
conducive,3,JJ,JJ,3,20.21089678249862
vol,3,NN,NN,3,20.21089678249862
classic,3,JJ,JJ,3,20.21089678249862
liberate,3,VB,VB,2,14.643856189774725
portals,3,NNS,NN,3,20.21089678249862
breezy,3,NN,NN,3,20.21089678249862
